476272.5.peg.1	476272.21.peg.3947.RUMHYD_00002
476272.5.peg.1295	476272.21.peg.2918.RUMHYD_01569
476272.5.peg.1296	476272.21.peg.2919.RUMHYD_01570
476272.5.peg.1297	476272.21.peg.2920.RUMHYD_01571
476272.5.peg.1298	476272.21.peg.2922.RUMHYD_01573
476272.5.peg.1299	476272.21.peg.2923.RUMHYD_01574
476272.5.peg.1300	476272.21.peg.2924.RUMHYD_01575
476272.5.peg.1301	476272.21.peg.2925.RUMHYD_01576
476272.5.peg.1302	476272.21.peg.2927.RUMHYD_01578
476272.5.peg.1303	476272.21.peg.2928.RUMHYD_01579
476272.5.peg.1304	476272.21.peg.2929.RUMHYD_01580
476272.5.peg.1305	476272.21.peg.2930.RUMHYD_01581
476272.5.peg.1306	476272.21.peg.2931.RUMHYD_01582
476272.5.peg.1307	476272.21.peg.2932.RUMHYD_01583
476272.5.peg.1308	476272.21.peg.2933.RUMHYD_01584
476272.5.peg.1309	476272.21.peg.2934.RUMHYD_01585
476272.5.peg.1310	476272.21.peg.2935.RUMHYD_01586
476272.5.peg.1311	476272.21.peg.2937.RUMHYD_01588
476272.5.peg.1312	476272.21.peg.2938.RUMHYD_01589
476272.5.peg.1313	476272.21.peg.2939.RUMHYD_01590
476272.5.peg.1314	476272.21.peg.2941.RUMHYD_01591
476272.5.peg.1315	476272.21.peg.2942.RUMHYD_01592
476272.5.peg.1316	476272.21.peg.2943.RUMHYD_01593
476272.5.peg.1317	476272.21.peg.2944.RUMHYD_01594
476272.5.peg.1318	476272.21.peg.2945.RUMHYD_01595
476272.5.peg.1319	476272.21.peg.2946.RUMHYD_01596
476272.5.peg.1320	476272.21.peg.2947.RUMHYD_01597
476272.5.peg.1321	476272.21.peg.2948.RUMHYD_01598
476272.5.peg.1322	476272.21.peg.2949.RUMHYD_01599
476272.5.peg.1323	476272.21.peg.2950.RUMHYD_01600
476272.5.peg.1324	476272.21.peg.2951.RUMHYD_01601
476272.5.peg.1325	476272.21.peg.2952.RUMHYD_01602
476272.5.peg.1326	476272.21.peg.2954.RUMHYD_01604
476272.5.peg.1327	476272.21.peg.2955.RUMHYD_01605
476272.5.peg.1328	476272.21.peg.2956.RUMHYD_01606
476272.5.peg.1329	476272.21.peg.2957.RUMHYD_01607
476272.5.peg.1330	476272.21.peg.2958.RUMHYD_01608
476272.5.peg.1331	476272.21.peg.2959.RUMHYD_01609
476272.5.peg.1332	476272.21.peg.2960.RUMHYD_01610
476272.5.peg.1333	476272.21.peg.2961.RUMHYD_01611
476272.5.peg.1334	476272.21.peg.2962
476272.5.peg.1335	476272.21.peg.2963.RUMHYD_01612
476272.5.peg.1336	476272.21.peg.2964.RUMHYD_01613
476272.5.peg.1337	476272.21.peg.2965.RUMHYD_01614
476272.5.peg.1338	476272.21.peg.2966.RUMHYD_01615
476272.5.peg.1339	476272.21.peg.2968.RUMHYD_01617
476272.5.peg.1340	476272.21.peg.2969.RUMHYD_01618
476272.5.peg.1341	476272.21.peg.2970.RUMHYD_01619
476272.5.peg.1342	476272.21.peg.2971.RUMHYD_01620
476272.5.peg.1343	476272.21.peg.2972.RUMHYD_01621
476272.5.peg.1344	476272.21.peg.2973.RUMHYD_01622
476272.5.peg.1345	476272.21.peg.2975.RUMHYD_01624
476272.5.peg.1346	476272.21.peg.2976.RUMHYD_01625
476272.5.peg.1347	476272.21.peg.2977.RUMHYD_01626
476272.5.peg.1348	476272.21.peg.2978.RUMHYD_01627
476272.5.peg.1349	476272.21.peg.2979.RUMHYD_01628
476272.5.peg.1350	476272.21.peg.2983.RUMHYD_01632
476272.5.peg.1351	476272.21.peg.2984.RUMHYD_01633
476272.5.peg.1352	476272.21.peg.2986.RUMHYD_01635
476272.5.peg.1353	476272.21.peg.2988.RUMHYD_01637
476272.5.peg.1354	476272.21.peg.2989.RUMHYD_01638
476272.5.peg.1355	476272.21.peg.2990.RUMHYD_01639
476272.5.peg.1356	476272.21.peg.2991.RUMHYD_01640
476272.5.peg.1357	476272.21.peg.2992.RUMHYD_01641
476272.5.peg.1358	476272.21.peg.2993.RUMHYD_01642
476272.5.peg.1359	476272.21.peg.2994.RUMHYD_01643
476272.5.peg.1360	476272.21.peg.2995.RUMHYD_01644
476272.5.peg.1361	476272.21.peg.2996.RUMHYD_01645
476272.5.peg.1362	476272.21.peg.2997.RUMHYD_01646
476272.5.peg.1363	476272.21.peg.2998.RUMHYD_01647
476272.5.peg.1364	476272.21.peg.2999.RUMHYD_01648
476272.5.peg.1365	476272.21.peg.3000.RUMHYD_01649
476272.5.peg.1366	476272.21.peg.3002.RUMHYD_01650
476272.5.peg.1367	476272.21.peg.3003.RUMHYD_01651
476272.5.peg.1368	476272.21.peg.3004.RUMHYD_01652
476272.5.peg.1369	476272.21.peg.3005.RUMHYD_01653
476272.5.peg.1370	476272.21.peg.3006.RUMHYD_01654
476272.5.peg.1371	476272.21.peg.3007.RUMHYD_01655
476272.5.peg.1373	476272.21.peg.3009.RUMHYD_01657
476272.5.peg.1374	476272.21.peg.3010.RUMHYD_01658
476272.5.peg.1375	476272.21.peg.3011.RUMHYD_01659
476272.5.peg.1456	476272.21.peg.2272.RUMHYD_01662
476272.5.peg.1457	476272.21.peg.2274.RUMHYD_01664
476272.5.peg.1458	476272.21.peg.2275.RUMHYD_01665
476272.5.peg.1459	476272.21.peg.2278.RUMHYD_01668
476272.5.peg.1460	476272.21.peg.2279.RUMHYD_01669
476272.5.peg.1461	476272.21.peg.2280.RUMHYD_01670
476272.5.peg.1462	476272.21.peg.2043.RUMHYD_01673
476272.5.peg.1464	476272.21.peg.2044.RUMHYD_01674
476272.5.peg.1465	476272.21.peg.2045.RUMHYD_01675
476272.5.peg.1466	476272.21.peg.2046.RUMHYD_01676
476272.5.peg.1467	476272.21.peg.2047.RUMHYD_01677
476272.5.peg.1468	476272.21.peg.2048.RUMHYD_01678
476272.5.peg.1469	476272.21.peg.2049.RUMHYD_01679
476272.5.peg.1470	476272.21.peg.2051.RUMHYD_01681
476272.5.peg.1471	476272.21.peg.2054.RUMHYD_01685
476272.5.peg.1472	476272.21.peg.2055.RUMHYD_01686
476272.5.peg.1473	476272.21.peg.2056.RUMHYD_01687
476272.5.peg.1474	476272.21.peg.2057.RUMHYD_01688
476272.5.peg.1475	476272.21.peg.2058.RUMHYD_01689
476272.5.peg.1476	476272.21.peg.2059.RUMHYD_01690
476272.5.peg.1477	476272.21.peg.2061.RUMHYD_01692
476272.5.peg.1478	476272.21.peg.2062.RUMHYD_01693
476272.5.peg.1479	476272.21.peg.2063.RUMHYD_01694
476272.5.peg.1480	476272.21.peg.2064.RUMHYD_01695
476272.5.peg.1481	476272.21.peg.2065.RUMHYD_01696
476272.5.peg.1482	476272.21.peg.2066.RUMHYD_01697
476272.5.peg.1483	476272.21.peg.2068.RUMHYD_01699
476272.5.peg.1484	476272.21.peg.2070.RUMHYD_01700
476272.5.peg.1485	476272.21.peg.2072.RUMHYD_01702
476272.5.peg.1568	476272.21.peg.2073.RUMHYD_01703
476272.5.peg.1569	476272.21.peg.2074.RUMHYD_01704
476272.5.peg.1570	476272.21.peg.2075.RUMHYD_01705
476272.5.peg.1571	476272.21.peg.2076.RUMHYD_01706
476272.5.peg.1572	476272.21.peg.2077.RUMHYD_01707
476272.5.peg.1573	476272.21.peg.2079.RUMHYD_01708
476272.5.peg.1574	476272.21.peg.2081.RUMHYD_01709
476272.5.peg.1575	476272.21.peg.2083.RUMHYD_01711
476272.5.peg.1576	476272.21.peg.2085.RUMHYD_01713
476272.5.peg.1577	476272.21.peg.2086.RUMHYD_01714
476272.5.peg.1578	476272.21.peg.2087.RUMHYD_01715
476272.5.peg.1579	476272.21.peg.2088.RUMHYD_01716
476272.5.peg.1580	476272.21.peg.2089.RUMHYD_01717
476272.5.peg.1581	476272.21.peg.2090.RUMHYD_01718
476272.5.peg.1582	476272.21.peg.2091.RUMHYD_01720
476272.5.peg.1583	476272.21.peg.2093.RUMHYD_01721
476272.5.peg.1584	476272.21.peg.2094.RUMHYD_01722
476272.5.peg.1585	476272.21.peg.2095.RUMHYD_01723
476272.5.peg.1586	476272.21.peg.2096.RUMHYD_01724
476272.5.peg.1587	476272.21.peg.2097.RUMHYD_01725
476272.5.peg.1588	476272.21.peg.2098.RUMHYD_01726
476272.5.peg.1589	476272.21.peg.2099.RUMHYD_01727
476272.5.peg.1590	476272.21.peg.2100.RUMHYD_01728
476272.5.peg.1591	476272.21.peg.2103.RUMHYD_01729
476272.5.peg.1592	476272.21.peg.2104.RUMHYD_01730
476272.5.peg.1593	476272.21.peg.2108.RUMHYD_01734
476272.5.peg.1595	476272.21.peg.2110.RUMHYD_01736
476272.5.peg.1596	476272.21.peg.2112.RUMHYD_01737
476272.5.peg.1597	476272.21.peg.2113
476272.5.peg.1598	476272.21.peg.2114.RUMHYD_01739
476272.5.peg.1599	476272.21.peg.2115.RUMHYD_01740
476272.5.peg.1600	476272.21.peg.2117.RUMHYD_01742
476272.5.peg.1601	476272.21.peg.2118.RUMHYD_01743
476272.5.peg.1602	476272.21.peg.2120
476272.5.peg.1603	476272.21.peg.2121.RUMHYD_01746
476272.5.peg.1604	476272.21.peg.2124.RUMHYD_01748
476272.5.peg.1605	476272.21.peg.2125.RUMHYD_01749
476272.5.peg.1606	476272.21.peg.2127.RUMHYD_01751
476272.5.peg.1607	476272.21.peg.2131.RUMHYD_01754
476272.5.peg.1608	476272.21.peg.2132.RUMHYD_01755
476272.5.peg.1609	476272.21.peg.2133.RUMHYD_01756
476272.5.peg.1610	476272.21.peg.2134.RUMHYD_01757
476272.5.peg.1611	476272.21.peg.2135.RUMHYD_01758
476272.5.peg.1612	476272.21.peg.2136.RUMHYD_01759
476272.5.peg.1613	476272.21.peg.2138
476272.5.peg.1614	476272.21.peg.2139.RUMHYD_01762
476272.5.peg.1615	476272.21.peg.2140.RUMHYD_01763
476272.5.peg.1616	476272.21.peg.2142
476272.5.peg.1617	476272.21.peg.2146.RUMHYD_01768
476272.5.peg.1618	476272.21.peg.2147.RUMHYD_01769
476272.5.peg.1619	476272.21.peg.2148.RUMHYD_01770
476272.5.peg.1620	476272.21.peg.2149.RUMHYD_01771
476272.5.peg.1621	476272.21.peg.2150.RUMHYD_01772
476272.5.peg.1622	476272.21.peg.2152.RUMHYD_01775
476272.5.peg.1623	476272.21.peg.2153.RUMHYD_01776
476272.5.peg.1624	476272.21.peg.2154.RUMHYD_01777
476272.5.peg.1625	476272.21.peg.2155.RUMHYD_01778
476272.5.peg.1626	476272.21.peg.2157.RUMHYD_01780
476272.5.peg.1627	476272.21.peg.2158.RUMHYD_01781
476272.5.peg.1628	476272.21.peg.2159.RUMHYD_01782
476272.5.peg.1629	476272.21.peg.2160.RUMHYD_01783
476272.5.peg.1630	476272.21.peg.2161.RUMHYD_01784
476272.5.peg.1631	476272.21.peg.2162.RUMHYD_01785
476272.5.peg.1632	476272.21.peg.2164.RUMHYD_01787
476272.5.peg.1633	476272.21.peg.2165.RUMHYD_01788
476272.5.peg.1634	476272.21.peg.2167.RUMHYD_01790
476272.5.peg.1635	476272.21.peg.2168.RUMHYD_01791
476272.5.peg.1636	476272.21.peg.2169.RUMHYD_01792
476272.5.peg.1637	476272.21.peg.2171.RUMHYD_01794
476272.5.peg.1638	476272.21.peg.2172.RUMHYD_01795
476272.5.peg.1639	476272.21.peg.2173.RUMHYD_01796
476272.5.peg.1640	476272.21.peg.2174.RUMHYD_01797
476272.5.peg.1641	476272.21.peg.2175.RUMHYD_01798
476272.5.peg.1486	476272.21.peg.2176.RUMHYD_01799
476272.5.peg.1487	476272.21.peg.2177.RUMHYD_01800
476272.5.peg.1488	476272.21.peg.2178
476272.5.peg.1490	476272.21.peg.2179.RUMHYD_01802
476272.5.peg.1491	476272.21.peg.2181.RUMHYD_01804
476272.5.peg.1493	476272.21.peg.2182.RUMHYD_01805
476272.5.peg.1494	476272.21.peg.2183.RUMHYD_01806
476272.5.peg.1495	476272.21.peg.2185.RUMHYD_01808
476272.5.peg.1496	476272.21.peg.2186.RUMHYD_01809
476272.5.peg.1497	476272.21.peg.2188.RUMHYD_01811
476272.5.peg.1498	476272.21.peg.2189.RUMHYD_01812
476272.5.peg.1499	476272.21.peg.2190.RUMHYD_01813
476272.5.peg.1500	476272.21.peg.2191.RUMHYD_01814
476272.5.peg.1501	476272.21.peg.2192.RUMHYD_01815
476272.5.peg.1502	476272.21.peg.2193.RUMHYD_01816
476272.5.peg.1503	476272.21.peg.2195.RUMHYD_01818
476272.5.peg.1504	476272.21.peg.2196
476272.5.peg.1505	476272.21.peg.2199.RUMHYD_01820
476272.5.peg.1506	476272.21.peg.2200.RUMHYD_01821
476272.5.peg.1507	476272.21.peg.2201.RUMHYD_01822
476272.5.peg.1508	476272.21.peg.2202.RUMHYD_01823
476272.5.peg.1509	476272.21.peg.2203.RUMHYD_01824
476272.5.peg.1510	476272.21.peg.2204.RUMHYD_01825
476272.5.peg.1511	476272.21.peg.2205.RUMHYD_01826
476272.5.peg.1512	476272.21.peg.2206.RUMHYD_01827
476272.5.peg.1513	476272.21.peg.2207.RUMHYD_01828
476272.5.peg.1514	476272.21.peg.2208.RUMHYD_01829
476272.5.peg.1515	476272.21.peg.2209.RUMHYD_01830
476272.5.peg.1516	476272.21.peg.2210.RUMHYD_01831
476272.5.peg.1517	476272.21.peg.2211.RUMHYD_01832
476272.5.peg.1518	476272.21.peg.2212.RUMHYD_01833
476272.5.peg.1519	476272.21.peg.2214.RUMHYD_01835
476272.5.peg.1520	476272.21.peg.2215.RUMHYD_01836
476272.5.peg.1521	476272.21.peg.2216.RUMHYD_01837
476272.5.peg.1522	476272.21.peg.2217.RUMHYD_01838
476272.5.peg.1523	476272.21.peg.2218.RUMHYD_01839
476272.5.peg.1524	476272.21.peg.2220.RUMHYD_01840
476272.5.peg.1525	476272.21.peg.2223.RUMHYD_01843
476272.5.peg.1526	476272.21.peg.2224.RUMHYD_01844
476272.5.peg.1527	476272.21.peg.2225.RUMHYD_01845
476272.5.peg.1528	476272.21.peg.2227.RUMHYD_01847
476272.5.peg.1529	476272.21.peg.2228.RUMHYD_01848
476272.5.peg.1530	476272.21.peg.2229.RUMHYD_01849
476272.5.peg.1531	476272.21.peg.2230.RUMHYD_01850
476272.5.peg.1532	476272.21.peg.2232.RUMHYD_01851
476272.5.peg.1533	476272.21.peg.2233.RUMHYD_01854
476272.5.peg.1534	476272.21.peg.2234.RUMHYD_01855
476272.5.peg.1535	476272.21.peg.2235.RUMHYD_01856
476272.5.peg.1536	476272.21.peg.2237.RUMHYD_01857
476272.5.peg.1537	476272.21.peg.2238.RUMHYD_01858
476272.5.peg.1538	476272.21.peg.2239.RUMHYD_01859
476272.5.peg.1539	476272.21.peg.2240.RUMHYD_01860
476272.5.peg.1540	476272.21.peg.2241.RUMHYD_01861
476272.5.peg.1541	476272.21.peg.2242.RUMHYD_01862
476272.5.peg.1542	476272.21.peg.2243.RUMHYD_01863
476272.5.peg.1543	476272.21.peg.2244.RUMHYD_01864
476272.5.peg.1544	476272.21.peg.2245.RUMHYD_01865
476272.5.peg.1546	476272.21.peg.2246.RUMHYD_01866
476272.5.peg.1547	476272.21.peg.2247.RUMHYD_01867
476272.5.peg.1548	476272.21.peg.2248.RUMHYD_01868
476272.5.peg.1549	476272.21.peg.2250.RUMHYD_01870
476272.5.peg.1550	476272.21.peg.2251.RUMHYD_01871
476272.5.peg.1551	476272.21.peg.2252.RUMHYD_01872
476272.5.peg.1552	476272.21.peg.2253.RUMHYD_01873
476272.5.peg.1553	476272.21.peg.2254.RUMHYD_01874
476272.5.peg.1554	476272.21.peg.2255.RUMHYD_01875
476272.5.peg.1555	476272.21.peg.2256.RUMHYD_01876
476272.5.peg.1556	476272.21.peg.2257.RUMHYD_01877
476272.5.peg.1557	476272.21.peg.2258.RUMHYD_01878
476272.5.peg.1558	476272.21.peg.2259.RUMHYD_01879
476272.5.peg.1559	476272.21.peg.2260.RUMHYD_01880
476272.5.peg.1560	476272.21.peg.2261.RUMHYD_01881
476272.5.peg.1561	476272.21.peg.2262.RUMHYD_01882
476272.5.peg.1562	476272.21.peg.2263.RUMHYD_01883
476272.5.peg.1563	476272.21.peg.2264.RUMHYD_01884
476272.5.peg.1564	476272.21.peg.2265.RUMHYD_01885
476272.5.peg.1565	476272.21.peg.2266.RUMHYD_01886
476272.5.peg.1566	476272.21.peg.2267.RUMHYD_01887
476272.5.peg.1567	476272.21.peg.2268.RUMHYD_01888
476272.5.peg.1642	476272.21.peg.2038.RUMHYD_01891
476272.5.peg.1643	476272.21.peg.2040
476272.5.peg.1644	476272.21.peg.1938.RUMHYD_01896
476272.5.peg.1645	476272.21.peg.1942.RUMHYD_01899
476272.5.peg.1646	476272.21.peg.1944.RUMHYD_01901
476272.5.peg.1647	476272.21.peg.1946.RUMHYD_01903
476272.5.peg.1648	476272.21.peg.1947.RUMHYD_01904
476272.5.peg.1649	476272.21.peg.1949.RUMHYD_01905
476272.5.peg.1650	476272.21.peg.1950.RUMHYD_01906
476272.5.peg.1651	476272.21.peg.1951.RUMHYD_01907
476272.5.peg.1652	476272.21.peg.1954.RUMHYD_01910
476272.5.peg.1653	476272.21.peg.1956.RUMHYD_01913
476272.5.peg.1654	476272.21.peg.1958.RUMHYD_01915
476272.5.peg.1655	476272.21.peg.1959.RUMHYD_01916
476272.5.peg.1656	476272.21.peg.1962.RUMHYD_01919
476272.5.peg.1657	476272.21.peg.1963.RUMHYD_01920
476272.5.peg.1659	476272.21.peg.1966.RUMHYD_01923
476272.5.peg.1660	476272.21.peg.1967.RUMHYD_01924
476272.5.peg.1661	476272.21.peg.1968.RUMHYD_01925
476272.5.peg.1662	476272.21.peg.1978.RUMHYD_01939
476272.5.peg.1663	476272.21.peg.1979.RUMHYD_01940
476272.5.peg.1664	476272.21.peg.1981.RUMHYD_01942
476272.5.peg.1665	476272.21.peg.1982.RUMHYD_01943
476272.5.peg.1666	476272.21.peg.1983.RUMHYD_01944
476272.5.peg.1667	476272.21.peg.1984.RUMHYD_01945
476272.5.peg.1668	476272.21.peg.1985.RUMHYD_01946
476272.5.peg.1669	476272.21.peg.1986.RUMHYD_01947
476272.5.peg.1670	476272.21.peg.1988.RUMHYD_01949
476272.5.peg.1671	476272.21.peg.1989.RUMHYD_01950
476272.5.peg.1673	476272.21.peg.1991.RUMHYD_01952
476272.5.peg.1674	476272.21.peg.1992.RUMHYD_01953
476272.5.peg.1675	476272.21.peg.1993.RUMHYD_01954
476272.5.peg.1676	476272.21.peg.1996.RUMHYD_01957
476272.5.peg.1677	476272.21.peg.1997.RUMHYD_01958
476272.5.peg.1678	476272.21.peg.1998.RUMHYD_01959
476272.5.peg.1679	476272.21.peg.1999.RUMHYD_01960
476272.5.peg.1680	476272.21.peg.2001
476272.5.peg.1681	476272.21.peg.2005.RUMHYD_01965
476272.5.peg.1682	476272.21.peg.2006.RUMHYD_01966
476272.5.peg.1683	476272.21.peg.2007.RUMHYD_01967
476272.5.peg.1684	476272.21.peg.2008.RUMHYD_01968
476272.5.peg.1685	476272.21.peg.2009.RUMHYD_01969
476272.5.peg.1686	476272.21.peg.2010.RUMHYD_01970
476272.5.peg.1687	476272.21.peg.2011.RUMHYD_01971
476272.5.peg.1689	476272.21.peg.2012.RUMHYD_01972
476272.5.peg.1690	476272.21.peg.2013.RUMHYD_01973
476272.5.peg.1691	476272.21.peg.2014.RUMHYD_01974
476272.5.peg.1692	476272.21.peg.2016.RUMHYD_01976
476272.5.peg.1693	476272.21.peg.2017.RUMHYD_01977
476272.5.peg.1694	476272.21.peg.2018.RUMHYD_01978
476272.5.peg.1695	476272.21.peg.2019.RUMHYD_01979
476272.5.peg.1696	476272.21.peg.2021.RUMHYD_01981
476272.5.peg.1697	476272.21.peg.2022.RUMHYD_01982
476272.5.peg.1698	476272.21.peg.2023.RUMHYD_01983
476272.5.peg.1699	476272.21.peg.2025.RUMHYD_01985
476272.5.peg.1700	476272.21.peg.2026.RUMHYD_01986
476272.5.peg.1701	476272.21.peg.2027.RUMHYD_01987
476272.5.peg.1702	476272.21.peg.2029.RUMHYD_01989
476272.5.peg.1703	476272.21.peg.2032.RUMHYD_01992
476272.5.peg.1704	476272.21.peg.2033.RUMHYD_01993
476272.5.peg.1705	476272.21.peg.2034.RUMHYD_01994
476272.5.peg.1706	476272.21.peg.1430.RUMHYD_01997
476272.5.peg.1707	476272.21.peg.1431.RUMHYD_01998
476272.5.peg.1708	476272.21.peg.1432.RUMHYD_01999
476272.5.peg.1709	476272.21.peg.1433.RUMHYD_02000
476272.5.peg.1710	476272.21.peg.1435.RUMHYD_02002
476272.5.peg.1711	476272.21.peg.1436.RUMHYD_02003
476272.5.peg.1712	476272.21.peg.1437.RUMHYD_02004
476272.5.peg.1713	476272.21.peg.1438.RUMHYD_02005
476272.5.peg.1714	476272.21.peg.1439.RUMHYD_02006
476272.5.peg.1715	476272.21.peg.1440.RUMHYD_02007
476272.5.peg.1716	476272.21.peg.1442.RUMHYD_02009
476272.5.peg.1717	476272.21.peg.1443.RUMHYD_02010
476272.5.peg.1718	476272.21.peg.1444.RUMHYD_02011
476272.5.peg.1719	476272.21.peg.1445.RUMHYD_02012
476272.5.peg.1720	476272.21.peg.1446.RUMHYD_02013
476272.5.peg.1721	476272.21.peg.1447.RUMHYD_02014
476272.5.peg.1722	476272.21.peg.1448.RUMHYD_02015
476272.5.peg.1723	476272.21.peg.1449.RUMHYD_02016
476272.5.peg.1854	476272.21.peg.1452.RUMHYD_02022
476272.5.peg.1855	476272.21.peg.1453.RUMHYD_02023
476272.5.peg.1856	476272.21.peg.1454.RUMHYD_02024
476272.5.peg.1857	476272.21.peg.1455.RUMHYD_02025
476272.5.peg.1858	476272.21.peg.1456.RUMHYD_02026
476272.5.peg.2071	476272.21.peg.1458.RUMHYD_02028
476272.5.peg.2072	476272.21.peg.1459.RUMHYD_02029
476272.5.peg.2073	476272.21.peg.1460.RUMHYD_02030
476272.5.peg.2097	476272.21.peg.1462.RUMHYD_02032
476272.5.peg.2098	476272.21.peg.1464.RUMHYD_02034
476272.5.peg.2099	476272.21.peg.1465.RUMHYD_02035
476272.5.peg.2100	476272.21.peg.1466.RUMHYD_02036
476272.5.peg.2101	476272.21.peg.1467.RUMHYD_02037
476272.5.peg.2102	476272.21.peg.1469.RUMHYD_02039
476272.5.peg.2103	476272.21.peg.1470.RUMHYD_02040
476272.5.peg.2104	476272.21.peg.1471.RUMHYD_02041
476272.5.peg.2105	476272.21.peg.1472.RUMHYD_02042
476272.5.peg.2106	476272.21.peg.1473.RUMHYD_02043
476272.5.peg.2107	476272.21.peg.1476.RUMHYD_02045
476272.5.peg.2108	476272.21.peg.1477.RUMHYD_02046
476272.5.peg.2109	476272.21.peg.1479.RUMHYD_02048
476272.5.peg.2110	476272.21.peg.1480.RUMHYD_02049
476272.5.peg.2111	476272.21.peg.1481.RUMHYD_02050
476272.5.peg.2112	476272.21.peg.1482.RUMHYD_02051
476272.5.peg.2113	476272.21.peg.1483.RUMHYD_02052
476272.5.peg.2114	476272.21.peg.1484.RUMHYD_02053
476272.5.peg.2115	476272.21.peg.1485.RUMHYD_02054
476272.5.peg.2116	476272.21.peg.1486.RUMHYD_02055
476272.5.peg.2117	476272.21.peg.1487.RUMHYD_02056
476272.5.peg.2118	476272.21.peg.1488.RUMHYD_02057
476272.5.peg.2119	476272.21.peg.1489.RUMHYD_02058
476272.5.peg.2120	476272.21.peg.1490.RUMHYD_02059
476272.5.peg.2121	476272.21.peg.1493.RUMHYD_02064
476272.5.peg.2122	476272.21.peg.1495.RUMHYD_02066
476272.5.peg.2123	476272.21.peg.1497.RUMHYD_02068
476272.5.peg.2124	476272.21.peg.1498.RUMHYD_02069
476272.5.peg.2125	476272.21.peg.1499.RUMHYD_02070
476272.5.peg.2126	476272.21.peg.1500.RUMHYD_02071
476272.5.peg.2127	476272.21.peg.1501.RUMHYD_02072
476272.5.peg.2128	476272.21.peg.1503.RUMHYD_02074
476272.5.peg.2129	476272.21.peg.1504.RUMHYD_02075
476272.5.peg.2130	476272.21.peg.1505.RUMHYD_02076
476272.5.peg.2131	476272.21.peg.1506.RUMHYD_02077
476272.5.peg.2132	476272.21.peg.1507.RUMHYD_02078
476272.5.peg.2133	476272.21.peg.1508.RUMHYD_02079
476272.5.peg.2134	476272.21.peg.1509.RUMHYD_02080
476272.5.peg.2135	476272.21.peg.1510.RUMHYD_02081
476272.5.peg.2136	476272.21.peg.1511.RUMHYD_02082
476272.5.peg.2137	476272.21.peg.1512.RUMHYD_02083
476272.5.peg.2138	476272.21.peg.1513.RUMHYD_02084
476272.5.peg.2139	476272.21.peg.1514.RUMHYD_02085
476272.5.peg.2140	476272.21.peg.1515.RUMHYD_02086
476272.5.peg.2141	476272.21.peg.1516.RUMHYD_02087
476272.5.peg.2142	476272.21.peg.1518.RUMHYD_02089
476272.5.peg.1724	476272.21.peg.1520.RUMHYD_02090
476272.5.peg.1725	476272.21.peg.1521.RUMHYD_02091
476272.5.peg.1726	476272.21.peg.1523.RUMHYD_02093
476272.5.peg.1727	476272.21.peg.1524.RUMHYD_02094
476272.5.peg.1728	476272.21.peg.1525.RUMHYD_02095
476272.5.peg.1729	476272.21.peg.1526.RUMHYD_02096
476272.5.peg.1730	476272.21.peg.1527.RUMHYD_02097
476272.5.peg.1731	476272.21.peg.1528.RUMHYD_02098
476272.5.peg.1732	476272.21.peg.1530.RUMHYD_02100
476272.5.peg.1733	476272.21.peg.1531.RUMHYD_02101
476272.5.peg.1734	476272.21.peg.1532.RUMHYD_02102
476272.5.peg.1735	476272.21.peg.1533.RUMHYD_02103
476272.5.peg.1736	476272.21.peg.1534.RUMHYD_02104
476272.5.peg.1737	476272.21.peg.1535.RUMHYD_02105
476272.5.peg.1738	476272.21.peg.1536.RUMHYD_02106
476272.5.peg.1739	476272.21.peg.1537.RUMHYD_02107
476272.5.peg.1740	476272.21.peg.1538.RUMHYD_02108
476272.5.peg.1742	476272.21.peg.1539.RUMHYD_02109
476272.5.peg.1744	476272.21.peg.1541.RUMHYD_02111
476272.5.peg.1745	476272.21.peg.1542.RUMHYD_02112
476272.5.peg.1746	476272.21.peg.1545.RUMHYD_02115
476272.5.peg.1747	476272.21.peg.1546.RUMHYD_02116
476272.5.peg.1748	476272.21.peg.1547.RUMHYD_02117
476272.5.peg.1749	476272.21.peg.1548.RUMHYD_02118
476272.5.peg.1750	476272.21.peg.1549.RUMHYD_02119
476272.5.peg.1751	476272.21.peg.1551.RUMHYD_02120
476272.5.peg.1752	476272.21.peg.1552.RUMHYD_02121
476272.5.peg.1753	476272.21.peg.1553.RUMHYD_02122
476272.5.peg.1754	476272.21.peg.1554.RUMHYD_02123
476272.5.peg.1755	476272.21.peg.1555.RUMHYD_02124
476272.5.peg.1756	476272.21.peg.1556.RUMHYD_02125
476272.5.peg.1757	476272.21.peg.1557.RUMHYD_02126
476272.5.peg.1758	476272.21.peg.1558.RUMHYD_02127
476272.5.peg.1759	476272.21.peg.1559.RUMHYD_02128
476272.5.peg.1760	476272.21.peg.1560.RUMHYD_02129
476272.5.peg.1761	476272.21.peg.1562.RUMHYD_02131
476272.5.peg.1762	476272.21.peg.1563
476272.5.peg.1763	476272.21.peg.1564.RUMHYD_02132
476272.5.peg.1764	476272.21.peg.1565.RUMHYD_02133
476272.5.peg.1765	476272.21.peg.1566.RUMHYD_02134
476272.5.peg.1766	476272.21.peg.1567.RUMHYD_02135
476272.5.peg.1767	476272.21.peg.1568.RUMHYD_02136
476272.5.peg.1768	476272.21.peg.1569.RUMHYD_02137
476272.5.peg.1769	476272.21.peg.1570.RUMHYD_02138
476272.5.peg.1770	476272.21.peg.1571.RUMHYD_02139
