geneID	patricID	transcriptID	function	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	l2fc_32_12	adjP_32_12	l2fc_32_72	adjP_32_72
RUMHYD_02416	fig|476272.21.peg.1850	EEG48699	"Transcriptional regulator, LysR family"	4.185766	5.324594	8.646683	14.264835	8.751485	14.186254	2.378739	8.678515	8.625182	-0.254155065	0.703828267	-0.392299818	0.64167796
RUMHYD_01668	fig|476272.21.peg.2278	EEG49413	mRNA interferase YafQ	1667.729373	830.414532	971.545472	3317.886284	3898.75102	1254.173478	9645.070051	6041.914551	4200.487371	-0.253519086	0.704639472	2.024123749	0.003046963
RUMHYD_00853	fig|476272.21.peg.3861	EEG50211	Uncharacterized protein YaaN	34.494135	36.447033	50.71381	75.781591	76.826358	80.146537	25.170508	52.733163	39.269202	-0.193315894	0.70540734	-0.340886711	0.539966414
RUMHYD_02308	fig|476272.21.peg.1740	EEG48780	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	0.510728	0	0.097852	0.494819	0.236108	0.852047	1.942951	11.624299	54.365666	-0.780882886	0.70540734	5.730248368	1.05E-09
RUMHYD_03505	fig|476272.21.peg.181	EEG47606	hypothetical protein	4.738838	38.915422	5.418094	30.876654	11.737837	18.972756	0	0	0	0.60930917	0.705858592	-3.182390065	0.438752213
RUMHYD_03332	fig|476272.21.peg.608	EEG47782	hypothetical protein	9.892961	2.346868	6.300821	11.069881	14.104384	1.589563	32.489557	26.842715	123.480163	0.494122399	0.705858592	3.197820401	0.002284301
RUMHYD_01397	fig|476272.21.peg.2746	EEG49717	"Transcriptional regulator, Xre family"	0	2.149079	1.676999	5.500887	2.822039	5.531102	0	3.413042	0	-0.74150175	0.70633656	-1.937467849	0.619335954
RUMHYD_02939	fig|476272.21.peg.1073	EEG48181	UPF0297 protein YrzL	301.779096	278.876979	197.032349	569.008245	433.862951	403.30044	75.021813	188.637596	73.503271	0.199057612	0.70633656	-1.498303459	0.01442285
RUMHYD_02128	fig|476272.21.peg.1559	EEG48967	"ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"	3.56475	2.426498	2.857672	9.937541	3.889941	3.542891	5.068605	10.927928	22.064245	-0.261630396	0.707928694	1.656753407	0.009564979
RUMHYD_00812	fig|476272.21.peg.3818	EEG50252	hypothetical protein	12.804942	3.719859	5.802538	34.971305	5.033547	12.969216	6.20419	0	54.001232	-0.379050581	0.708471015	0.509448697	0.749241266
RUMHYD_01184	fig|476272.21.peg.2531	EEG49890	Hydrolase (HAD superfamily) in cluster with DUF1447	0	0	0	2.161933	1.743066	0.75671	0	0	0	-2.137123206	0.708471015	0.064683169	0.992455493
RUMHYD_02092	fig|476272.21.peg.1522	EEG48972	hypothetical protein	0	0	0	0	1.302597	5.907369	0	0	0	-2.137844537	0.708471015	0.100880658	0.9877417
RUMHYD_02157		EEG48938		0	0	0	0	1.006139	4.445643	8.536416	0	0	-2.137844537	0.708471015	1.940478991	0.724276869
RUMHYD_03342	fig|476272.21.peg.618	EEG47792	hypothetical protein	64.542461	58.381881	30.369741	91.285081	111.891289	24.781371	92.314667	128.248175	128.601549	0.308888989	0.708471015	1.233661401	0.074174486
RUMHYD_03908	fig|476272.21.peg.22	EEG47218	hypothetical protein	0	0	0	0	1.956514	0	0	22.910196	69.454088	-2.134517255	0.708710404	5.710675726	0.011172439
RUMHYD_03555	fig|476272.21.peg.234	EEG47563	hypothetical protein	31.280441	84.913961	72.18298	111.588966	214.466372	153.335644	54.444441	80.528145	41.477441	-0.287571466	0.709356765	-0.852762111	0.272952767
RUMHYD_02127	fig|476272.21.peg.1558	EEG48966	hypothetical protein	8.77733	9.714855	7.836637	38.854644	10.541369	7.554827	22.412755	33.283768	55.309416	-0.318527487	0.709675898	1.579244908	0.025704109
RUMHYD_00271	fig|476272.21.peg.3277	EEG50756	Chromosome partition protein smc	10.893677	7.548991	11.862395	14.997332	14.260065	13.743322	6.128111	16.095478	33.625153	0.176923781	0.709684754	0.854791817	0.124939107
RUMHYD_01324		EEG49734		0	5.289211	0	3.014049	0	0	3.914041	0	0	1.876955159	0.709684754	1.78597279	0.750731813
RUMHYD_03071	fig|476272.21.peg.1204	EEG48085	hypothetical protein	27.895261	30.322236	31.804051	75.330527	33.114451	84.591329	6.612834	2.75287	6.677279	-0.241665541	0.709684754	-2.810897404	0.000200946
RUMHYD_02606	fig|476272.21.peg.734	EEG48506	Replication-associated recombination protein RarA	56.710488	22.886159	41.077211	53.916403	68.646615	41.985502	26.708957	56.283268	58.401502	0.220259543	0.710320506	0.370461003	0.511899087
RUMHYD_03882	fig|476272.21.peg.570	EEG47242	hypothetical protein	27.054291	19.08462	25.005226	40.386354	39.985431	55.263302	10.903324	30.754705	34.410039	-0.185874885	0.710333301	-0.300591744	0.634430176
RUMHYD_02912	fig|476272.21.peg.1046	EEG48203	hypothetical protein	0	3.715793	1.359407	5.438861	0.289014	1.018514	1.203893	0	24.285463	0.863250569	0.712399288	2.164331154	0.410830668
RUMHYD_02983	fig|476272.21.peg.1118	EEG48119	hypothetical protein	0	0.881535	0	0.753512	2.736261	3.188644	0	0	6.828144	-1.64597566	0.71243159	0.569655517	0.926974796
RUMHYD_01558	fig|476272.21.peg.2907	EEG49525	"Polysaccharide ABC transporter, ATP-binding protein"	99.988032	92.847654	128.490588	190.964242	106.914645	186.017018	24.210374	45.622395	38.192482	0.198048869	0.714543556	-1.511603286	0.002512277
RUMHYD_01968	fig|476272.21.peg.2008	EEG49157	hypothetical protein	897.290075	711.876872	509.72445	1578.924038	2422.439516	603.737877	3176.372667	8173.564032	5569.06528	-0.273130061	0.714855278	2.438389455	5.49E-05
RUMHYD_03813	fig|476272.21.peg.496	EEG47309	hypothetical protein	198.038648	94.075319	123.25647	338.257653	130.792899	151.384265	100.610564	125.572448	152.468143	0.235580746	0.715197772	-0.049613062	0.947864108
RUMHYD_01091	fig|476272.21.peg.2436	EEG50011	Flavodoxin	62.150781	11.061924	15.250861	129.034756	7.340449	75.442947	6.801678	27.813985	26.788089	-0.426692519	0.715582407	-1.292823381	0.20231516
RUMHYD_00121	fig|476272.21.peg.3127	EEG51064	hypothetical protein	1.030418	0	0	0.238988	0.410578	0.149039	1.162091	3.005343	28.14893	0.907791568	0.716364737	5.592538846	1.98E-07
RUMHYD_00810	fig|476272.21.peg.3816	EEG50250	hypothetical protein	0	0	0	3.584592	1.459251	2.661312	0	0	0	-2.079133865	0.716364737	0.134632165	0.98456086
RUMHYD_01338	fig|476272.21.peg.2686	EEG49748	"Two-component transcriptional response regulator, OmpR family"	6.525142	2.348475	3.751474	6.326002	5.445612	5.733825	11.966916	11.663035	38.587398	0.259780842	0.716364737	2.351806747	0.000451486
RUMHYD_01905	fig|476272.21.peg.1949	EEG49100	hypothetical protein	40.988054	15.808587	13.726476	76.119208	88.852156	19.473063	92.085503	154.818053	134.884553	-0.347514015	0.716364737	1.607002018	0.046894842
RUMHYD_02017		EEG49089		0	0	0	0	0	2.361402	0	30.855932	0	-2.079919392	0.716364737	4.025553349	0.302157439
RUMHYD_01126	fig|476272.21.peg.2472	EEG49951	hypothetical protein	0	2.865849	2.161617	2.258824	0	0	0	0	0	1.979333338	0.716385858	1.803619276	0.751726855
RUMHYD_02506	fig|476272.21.peg.1936	EEG48593	Glycosyltransferase involved in cell wall biogenesis	13.061631	7.163827	5.471035	15.420079	16.200729	18.991959	8.685411	11.375079	63.740018	-0.23003584	0.717313077	1.100781384	0.156088345
RUMHYD_02016	fig|476272.21.peg.1449	EEG49088	"Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)"	0	0.090326	0.47746	0.746547	0.578295	0.358364	1.158089	2.242891	30.452377	-0.776478293	0.717571313	4.57488594	0.000114605
RUMHYD_03116	fig|476272.21.peg.1248	EEG47951	hypothetical protein	0.569757	1.568487	1.526574	3.543586	1.16115	3.404639	1.432225	0.161534	5.100711	-0.336260208	0.717571313	0.308587133	0.828567727
RUMHYD_00520	fig|476272.21.peg.3525	EEG50534	hypothetical protein	24.392339	17.510232	16.738562	46.983099	23.014212	42.235692	8.551306	15.782466	17.594421	-0.201654692	0.717907334	-0.782173671	0.155899565
RUMHYD_03576	fig|476272.21.peg.256	EEG47529	Uncharacterized protein YyaC	0.158656	0	0.152844	0.355935	0.600141	0.044715	0	0.50769	0.751407	-1.021431889	0.717907334	0.610319017	0.884322082
RUMHYD_03321	fig|476272.21.peg.597	EEG47771	Recombinational DNA repair protein RecT (prophage associated)	67.049196	66.564482	41.38936	104.99002	108.789756	29.087284	177.468156	166.356568	194.608866	0.278503253	0.717907334	1.873704653	0.003270995
RUMHYD_03641	fig|476272.21.peg.319	EEG47496	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	0.435055	0.248952	0.457793	0.301146	0.312702	0.723206	0.675517	3.972639	19.914708	0.486087726	0.718306641	4.500743546	2.94E-05
RUMHYD_03686	fig|476272.21.peg.365	EEG47434	hypothetical protein	2.969685	2.052298	3.416905	7.076552	3.3444	6.342254	2.448274	4.974965	24.99479	-0.246072571	0.718306641	1.338839244	0.128635163
RUMHYD_01922		EEG49116		10.741366	8.61658	4.898494	18.777884	14.06369	4.031022	18.524962	53.057216	173.230188	0.447391544	0.718306641	3.00275141	0.00692934
RUMHYD_02026	fig|476272.21.peg.1456	EEG49067	Polyferredoxin	23.546795	24.066597	30.399746	46.438957	31.226527	39.703258	11.736762	21.266962	42.60696	0.18471319	0.718306641	-0.111274676	0.872867989
RUMHYD_02615	fig|476272.21.peg.743	EEG48515	hypothetical protein	10.556989	13.42785	3.264547	19.547217	12.051967	11.827074	12.535521	17.048894	5.541053	0.325365506	0.718306641	0.429241819	0.727319268
RUMHYD_03174	fig|476272.21.peg.1297	EEG47890	Hypothetical zinc-type alcohol dehydrogenase-like protein YdjJ	9.492491	5.492153	5.813753	8.401548	9.456027	11.652856	5.56719	11.950879	43.73165	0.204220059	0.718306641	1.454606159	0.037098797
RUMHYD_03760	fig|476272.21.peg.443	EEG47370	D-alanine--D-alanine ligase (EC 6.3.2.4)	36.60679	15.164004	22.095508	69.886979	22.377263	52.264938	8.434161	19.857887	46.958838	-0.246848944	0.718818914	-0.456799566	0.533247128
RUMHYD_00498	fig|476272.21.peg.3504	EEG50622	FIG001802: Putative alkaline-shock protein	495.5082	263.575701	386.53175	356.149719	866.126875	564.857788	213.383202	369.952153	206.416771	0.229249039	0.720384728	-0.573660793	0.388902608
RUMHYD_03514	fig|476272.21.peg.190	EEG47615	Zinc-type alcohol dehydrogenase YcjQ	4.483731	6.362288	4.592516	10.881588	4.529569	7.219759	4.736017	6.06374	28.481796	0.247716595	0.720384728	1.250350827	0.111304166
RUMHYD_00946	fig|476272.21.peg.2293	EEG50059	hypothetical protein	0	0.240706	0.310867	0.116879	0.071699	0.361223	0.142587	0.667778	1.713935	0.851489869	0.720384728	2.591411072	0.263704591
RUMHYD_01518	fig|476272.21.peg.2863	EEG49562	hypothetical protein	21.554814	6.043799	10.542854	24.833099	24.564589	11.726182	13.267209	52.068381	110.294636	0.328718695	0.720384728	1.822966336	0.061416765
RUMHYD_02107	fig|476272.21.peg.1537	EEG48987	hypothetical protein	144.564896	104.741884	73.261132	283.264201	107.811776	166.460152	119.848919	122.013305	67.415459	0.236843702	0.720384728	-0.11520357	0.90131188
RUMHYD_00481	fig|476272.21.peg.3487	EEG50605	LSU rRNA pseudouridine(955/2504/2580) synthase (EC 5.4.99.24)	46.913714	64.722773	80.901341	129.780612	88.126276	164.312824	35.147675	40.617569	32.403764	-0.213309887	0.721449016	-1.046334254	0.060686346
RUMHYD_00562	fig|476272.21.peg.3567	EEG50519	Segregation and condensation protein A	57.620306	40.094467	49.793659	86.135156	56.662355	80.203346	28.139696	34.357734	32.20191	0.171293092	0.721449016	-0.51945033	0.372277967
RUMHYD_02138	fig|476272.21.peg.1570	EEG48948	hypothetical protein	2.173655	3.824597	4.279123	11.58848	6.228097	5.214662	16.575012	21.937782	30.518715	-0.293686098	0.721449016	2.204579354	0.001010917
RUMHYD_00582	fig|476272.21.peg.3589	EEG50416	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	152.662028	147.234498	164.77526	244.607353	279.142815	353.10918	72.272477	160.695591	89.347139	-0.1761917	0.721526216	-0.765065068	0.159285664
RUMHYD_03467		EEG47664		115.044168	67.383685	57.105246	91.920385	170.341443	83.350974	69.126265	88.743712	58.610525	0.230587013	0.721526216	0.031713031	0.973441542
RUMHYD_03486	fig|476272.21.peg.163	EEG47587	"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"	0.59766	0.791919	1.574111	1.873118	2.068513	2.38047	1.173287	0.917505	9.404299	-0.33274423	0.721526216	1.242754025	0.310841858
RUMHYD_02224	fig|476272.21.peg.1657	EEG48875	ABC transporter-like sensor ATP-binding protein	3.461447	9.114552	5.669337	9.562249	3.790464	13.263229	2.544967	8.173725	27.337409	0.313649834	0.721526216	0.90018646	0.346251468
RUMHYD_03394	fig|476272.21.peg.67	EEG47747	hypothetical protein	14.732622	9.722563	17.116354	20.967576	21.336252	16.379275	12.759006	12.987131	27.080588	0.183862074	0.722558534	0.480569637	0.386342095
RUMHYD_01115	fig|476272.21.peg.2460	EEG49954	GTP-binding protein TypA/BipA	22.813546	32.672591	36.216517	43.483674	57.130477	76.801652	25.465977	33.739599	27.124139	-0.213464244	0.722558534	-0.294586994	0.639310506
RUMHYD_00658		EEG50377		0	0	2.777371	1.924826	0.335288	0	0	0	32.951208	1.365073596	0.725029135	4.047798026	0.201412366
RUMHYD_03733	fig|476272.21.peg.415	EEG47396	Gliding motility-associated ABC transporter permease protein GldF	43.838741	27.883612	41.556063	34.699232	100.999605	83.054466	35.743776	81.314854	47.013116	-0.240619755	0.725029135	0.217113892	0.779358521
RUMHYD_02109	fig|476272.21.peg.1539	EEG48989	hypothetical protein	149.135811	136.277056	118.806644	349.704716	134.141152	176.259577	205.682211	110.71886	158.575666	0.214739109	0.725029135	0.315363839	0.686418318
RUMHYD_02815	fig|476272.21.peg.946	EEG48313	hypothetical protein	55.366282	25.879635	37.778913	89.105219	50.781703	79.089437	6.976946	16.556525	34.647674	-0.190365841	0.725029135	-1.409245078	0.00792786
RUMHYD_02208	fig|476272.21.peg.1639	EEG48886	"Transcriptional regulator, GntR family"	0	0.106804	1.635501	1.052081	0.516342	0.194703	6.430043	7.185845	49.497521	0.913425594	0.725462472	5.484500925	5.28E-06
RUMHYD_01247	fig|476272.21.peg.2593	EEG49828	hypothetical protein	13.500275	0	1.164271	8.598101	1.597677	4.106848	0	0	0	0.870074391	0.725759471	-1.62963736	0.768593835
RUMHYD_03884	fig|476272.21.peg.572	EEG47244	"Two-component transcriptional response regulator, OmpR family"	23.733733	23.19405	17.038493	30.65145	30.748627	41.484355	9.35603	21.972117	0	0.284631158	0.726907657	-1.105696586	0.554857543
RUMHYD_03930	fig|476272.21.peg.4	EEG47202	hypothetical protein	35.087143	11.126472	17.481995	37.651979	34.137033	17.96083	10.053168	29.242295	33.357556	0.243783051	0.727514576	0.199264666	0.803307475
RUMHYD_01665	fig|476272.21.peg.2275	EEG49410	hypothetical protein	1327.318324	549.193213	638.18012	1482.97896	1983.151361	1284.549347	1719.054655	1981.038006	1306.193717	-0.207674317	0.728418519	0.832845235	0.155421215
RUMHYD_03438	fig|476272.21.peg.114	EEG47691	"Electron transfer flavoprotein, alpha subunit"	0.602545	0.218912	0.041168	0.740837	0.33725	0.953722	1.780563	11.782548	53.151651	-0.533669805	0.730501862	5.355648008	3.57E-09
RUMHYD_02657	fig|476272.21.peg.787	EEG48440	"Transcriptional regulator, MerR family"	17.861027	10.800095	14.702049	27.208909	24.366746	30.871522	11.134946	7.988259	35.573554	-0.174546763	0.731923312	-0.062290371	0.944962253
RUMHYD_01275	fig|476272.21.peg.2622	EEG49799	hypothetical protein	5.181853	7.655833	8.471098	26.82272	4.021639	14.834875	5.340851	4.466427	22.878441	-0.299549142	0.731986776	0.053624507	0.964561264
RUMHYD_02278	fig|476272.21.peg.1711	EEG48828	Aspartate racemase (EC 5.1.1.13)	0	0.04171	0.566517	0.036016	0	0.440292	3.177604	5.75802	29.684651	1.098865382	0.731986776	6.695402268	7.34E-08
RUMHYD_02144	fig|476272.21.peg.1578	EEG48928	Cysteine synthase (EC 2.5.1.47)	12.689498	8.798715	9.652341	23.934454	16.950568	17.688714	10.011262	18.122564	40.257334	-0.173412858	0.732027414	0.731886772	0.221576995
RUMHYD_00353	fig|476272.21.peg.3361	EEG50740	Programmed cell death toxin YdcE	92.170929	48.504696	65.060394	106.716686	146.365694	164.980903	16.732291	27.657611	67.231433	-0.193062826	0.732209586	-1.485206231	0.011659843
RUMHYD_03448	fig|476272.21.peg.124	EEG47666	Uncharacterized sugar kinase YgcE (EC 2.7.1.-)	1.464359	0.438826	0.579737	1.956638	1.165616	1.701909	2.293961	2.633757	26.203316	-0.296731575	0.734436198	3.04842232	0.000454181
RUMHYD_03792	fig|476272.21.peg.474	EEG47325	Uncharacterized protein YpuA	652.147954	271.163626	380.300768	517.832788	1012.807291	154.259926	129.699302	281.262821	141.006559	0.297601942	0.734436198	-0.966270917	0.213148824
RUMHYD_00456	fig|476272.21.peg.3463	EEG50580	hypothetical protein	50.887188	38.895802	53.102665	61.073948	105.350666	107.310009	21.068673	27.040718	17.392921	-0.19265634	0.734544251	-1.32821153	0.029740045
RUMHYD_02682	fig|476272.21.peg.811	EEG48465	"Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)"	3.836148	1.590549	0.837357	6.488589	2.962299	3.208835	3.549363	13.419936	55.675741	-0.304272438	0.736383188	2.866718643	0.000349678
RUMHYD_00231	fig|476272.21.peg.3236	EEG50837	4-hydroxybenzoyl-CoA thioesterase family active site	46.093213	37.226095	36.899395	75.885372	64.489477	111.640675	13.559525	27.594169	14.14379	-0.193592549	0.737728016	-1.577966144	0.020732043
RUMHYD_01680	fig|476272.21.peg.2050	EEG49383	hypothetical protein	0	3.780587	0.591205	1.554907	2.35928	1.416223	0	0	20.58634	0.882853194	0.738767565	2.000773778	0.595580248
RUMHYD_00671	fig|476272.21.peg.3676	EEG50390	hypothetical protein	0.457713	1.099818	2.192289	3.256474	2.585422	2.318851	3.46768	3.440244	36.567668	-0.332276074	0.739963541	2.752292401	0.002542945
RUMHYD_03288	fig|476272.21.peg.1415	EEG47853	"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.-)"	0	1.095472	0.557254	0.699433	0.857821	0.495858	3.974824	0	72.887865	0.728092494	0.740094341	5.403884913	0.000117413
RUMHYD_02425	fig|476272.21.peg.1857	EEG48660	Mini-ribonuclease III	17.926918	28.028708	44.310288	67.797428	61.461554	66.400247	20.105372	48.566907	59.735942	-0.217479136	0.741140164	-0.123153138	0.866163717
RUMHYD_01134	fig|476272.21.peg.2480	EEG49947	Homoserine dehydrogenase (EC 1.1.1.3)	26.45121	23.521403	31.741669	45.203277	47.102584	59.834112	13.139763	25.611717	33.645842	-0.165480284	0.741307208	-0.487788808	0.34382062
RUMHYD_03688	fig|476272.21.peg.367	EEG47436	Glycogen phosphorylase (EC 2.4.1.1)	194.522092	114.77436	165.070691	359.616219	175.90278	338.064372	28.673887	53.789651	36.553445	-0.18156355	0.741321206	-2.15125201	1.43E-05
RUMHYD_02822	fig|476272.21.peg.954	EEG48282	hypothetical protein	35.407766	31.658808	35.95739	99.719723	50.702106	59.462841	21.406503	34.470868	27.013875	-0.182962417	0.741352195	-0.672546195	0.290210549
RUMHYD_02913	fig|476272.21.peg.1047	EEG48204	Co-activator of prophage gene expression IbrA	48.158521	41.589726	39.873819	56.114553	97.23311	87.888909	23.857603	38.364202	41.106692	-0.183659774	0.741826218	-0.585795435	0.278747502
RUMHYD_01305	fig|476272.21.peg.2654	EEG49764	hypothetical protein	3.617831	3.215946	0	2.128074	5.989281	0.907591	4.479168	7.201063	11.90967	0.596830028	0.742003278	1.840653506	0.238599163
RUMHYD_00875	fig|476272.21.peg.3882	EEG50168	2Fe-2S ferredoxin family protein	9.621374	22.243746	17.867355	43.287654	28.788635	47.869695	18.667344	11.233209	26.732084	-0.252849217	0.743094881	-0.487681155	0.620313742
RUMHYD_03108	fig|476272.21.peg.1239	EEG48002	Na+/H+ antiporter NhaC	22.761057	36.790962	26.334829	54.443517	35.038862	39.001649	19.993076	26.707637	14.974838	0.197027817	0.743094881	-0.266084997	0.705339252
RUMHYD_02765	fig|476272.21.peg.895	EEG48361	RNase adapter protein RapZ	83.224209	39.690976	57.478885	121.699155	97.639979	113.875033	33.615504	37.311853	46.460352	-0.164711169	0.744817332	-0.809867358	0.105202962
RUMHYD_03248	fig|476272.21.peg.1374	EEG47872	hypothetical protein	3.759687	0	0	5.431525	7.01499	0.901393	0	0	44.252784	-0.872987073	0.744817332	1.813576955	0.507714939
RUMHYD_03472	fig|476272.21.peg.148	EEG47647	hypothetical protein	0	1.972497	0	0.477893	0	0.917408	0	0	60.173615	1.629824066	0.74494055	5.463825822	0.078990187
RUMHYD_03277	fig|476272.21.peg.1404	EEG47842	"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)"	439.081254	200.560589	292.237642	564.716068	278.608109	997.221338	50.896139	77.298898	54.708461	-0.233073303	0.745191525	-2.612464019	7.72E-06
RUMHYD_01864	fig|476272.21.peg.2244	EEG49207	Putative FabK-like enoyl-[acyl-carrier-protein] reductase	30.226013	112.881253	82.52944	169.240058	36.912301	126.115247	32.042058	55.203432	60.044508	0.296863693	0.745291321	-0.503488643	0.464925096
RUMHYD_01855	fig|476272.21.peg.2234	EEG49198	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)	204.888273	120.156554	159.76935	250.921711	126.680862	322.002694	37.126835	65.460648	56.685422	0.193983715	0.746810854	-1.443215515	0.005051635
RUMHYD_00846	fig|476272.21.peg.3854	EEG50204	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	2.150629	0.082968	0.751217	1.467889	1.361367	0.510806	0.701848	0.817716	22.280024	0.484043284	0.748193573	3.053904769	0.023498594
RUMHYD_00048	fig|476272.21.peg.3054	EEG50991	hypothetical protein	0	0.805905	3.773248	2.605683	0	2.262724	0	23.891296	0	0.898018985	0.75048163	2.697335274	0.412786665
RUMHYD_00836	fig|476272.21.peg.3844	EEG50236	"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"	0.910739	0.136319	0.513454	0.723488	1.278223	1.252744	2.682681	5.291132	21.185201	-0.41591806	0.75048163	3.53747602	7.52E-05
RUMHYD_00878	fig|476272.21.peg.3885	EEG50171	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	24.57283	37.718691	47.694721	81.392623	40.491548	71.397426	117.0593	80.027632	226.068495	0.226604159	0.75048163	1.648390635	0.013012023
RUMHYD_01755	fig|476272.21.peg.2132	EEG49327	hypothetical protein	53.184281	59.272144	52.264479	170.307119	53.12805	15.951992	67.673778	82.574509	97.174253	0.305221657	0.75123205	0.745731306	0.383662481
RUMHYD_03575	fig|476272.21.peg.255	EEG47528	hypothetical protein	2.18142	0.981056	0.961318	2.925017	2.638579	2.27661	1.10918	0.60465	23.902374	-0.240153644	0.751424969	1.97484387	0.085588114
RUMHYD_01429	fig|476272.21.peg.2778	EEG49616	hypothetical protein	29.182871	16.278919	19.228337	36.822303	22.679782	33.443466	7.513654	9.509641	21.829413	0.163328492	0.751923474	-0.662645863	0.211206164
RUMHYD_01868	fig|476272.21.peg.2248	EEG49211	hypothetical protein	15.485329	10.941718	17.203996	37.182779	24.909437	24.677456	20.23352	44.760086	41.682794	-0.176152506	0.752014055	0.877177766	0.143273163
RUMHYD_03533	fig|476272.21.peg.209	EEG47634	hypothetical protein	10.85217	25.564518	13.610201	36.168592	36.48348	44.641021	0	0	0	-0.341924603	0.752094357	-4.508537789	0.097659076
RUMHYD_01813	fig|476272.21.peg.2190	EEG49265	hypothetical protein	6.596837	4.73115	3.103372	9.934904	9.059125	16.562322	8.967191	4.499681	120.674596	-0.319908472	0.752375975	2.062738242	0.099140258
RUMHYD_03229	fig|476272.21.peg.1352	EEG47945	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	0.591979	0.995881	3.026366	4.084373	1.910815	3.68956	1.242192	3.770763	33.449104	-0.310994659	0.752375975	2.288201815	0.018686458
RUMHYD_03356	fig|476272.21.peg.633	EEG47806	Phage antirepressor protein	21.40295	13.702598	7.840376	28.977129	34.459557	6.84263	27.662819	66.900089	123.916318	0.300601748	0.752375975	2.03399887	0.012980575
RUMHYD_03487	fig|476272.21.peg.164	EEG47588	hypothetical protein	0.98282	0.642241	0.642821	0.877868	1.185381	1.004055	2.050441	3.682778	29.53524	0.262019939	0.753895482	3.839474829	8.36E-06
RUMHYD_03345	fig|476272.21.peg.621	EEG47795	hypothetical protein	33.239405	5.641496	5.649813	23.317836	33.578781	5.352656	42.071874	37.023211	70.054175	0.356857377	0.753895482	1.84098968	0.027643125
RUMHYD_00060	fig|476272.21.peg.3066	EEG51003	MBL-fold metallo-hydrolase superfamily	89.882664	89.669212	98.376195	156.879372	116.789599	163.93048	12.61436	38.476901	29.223649	0.154573703	0.754905997	-1.887423878	0.000246128
RUMHYD_02469	fig|476272.21.peg.1900	EEG48648	"ATP-dependent Clp protease, ATP-binding subunit ClpC"	59.701185	37.30261	53.213704	73.964	75.687134	67.945038	39.851456	67.86799	54.327932	0.145586303	0.755905548	0.266797599	0.630996623
RUMHYD_03885	fig|476272.21.peg.573	EEG47245	hypothetical protein	16.328354	24.263977	25.739612	29.980439	33.512072	42.22365	29.116462	18.510906	53.750569	0.196791186	0.756847397	0.530866421	0.472660768
RUMHYD_00307	fig|476272.21.peg.3312	EEG50792	GTP-binding protein EngA	44.649977	23.340074	33.396532	64.867251	51.626734	66.51888	17.132765	47.204086	60.653195	-0.152307562	0.759225857	-0.010183692	0.988303913
RUMHYD_03620	fig|476272.21.peg.299	EEG47500	"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"	144.684032	111.995183	125.14333	230.689018	236.788081	220.201474	96.322153	164.083367	74.11362	-0.138260778	0.759578899	-0.28305575	0.670142894
RUMHYD_00383	fig|476272.21.peg.3390	EEG50669	hypothetical protein	54.622454	15.032068	3.874524	43.382926	41.835147	88.964771	15.060375	0	72.241476	-0.396297629	0.75977021	-0.616835948	0.743931925
RUMHYD_03784	fig|476272.21.peg.466	EEG47341	Chromosomal replication initiator protein DnaA	132.763005	113.718877	84.304912	163.34141	158.162184	170.953973	69.37894	124.98703	53.809906	0.154609492	0.759872267	-0.236845142	0.72933605
RUMHYD_02509	fig|476272.21.peg.645	EEG48571	hypothetical protein	13.360207	2.984993	6.987713	12.720052	29.096405	11.092023	8.802158	3.0239	82.498171	-0.297894481	0.760483366	1.048728029	0.405274869
RUMHYD_02078	fig|476272.21.peg.1507	EEG49007	"Acetyltransferase, GNAT family"	1.574983	4.891141	1.967204	4.108736	5.525637	3.352309	8.605327	5.282894	53.578355	0.3223146	0.760979421	2.723782436	0.004204746
RUMHYD_00345	fig|476272.21.peg.3352	EEG50732	hypothetical protein	8.894294	5.577937	5.316791	9.67385	14.532261	13.762992	6.216589	9.102394	29.560705	-0.193211113	0.761443602	0.683733814	0.386734718
