geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_03767	15	86	23	92	30	42	21	6	181.281
RUMHYD_03768	0	0	0	0	0	0	0	0	0
RUMHYD_03769	0	11	3	3	4	3	0	0	0
RUMHYD_03770	10672	12433	11061	13380.12	13399	19004.569	1184	766	648
RUMHYD_03771	495	293	340	1645	3296.229	1863.353	145	154	154
RUMHYD_03772	6147	6995	5816	5817.336	9945.199	6398.319	617	480	417.084
RUMHYD_03773	255.036	993.975	698.992	1720.063	3203.798	3409.118	235.29	129.008	91.918
RUMHYD_03774	666.964	481.025	456.008	995.621	2610.11	1446.21	166.71	121.992	55.998
RUMHYD_03775	94	229.193	109.039	81.61	126.344	150.802	12.827	10	1
RUMHYD_03776	3276	1801	1937	640	169	263	41	38.441	165.108
RUMHYD_03777	1725.238	1969.833	1483.263	4242.299	995.508	2245.361	358.441	317.974	390.672
RUMHYD_03778	910.762	1863.167	849.737	3707.718	763.492	2843.639	164.559	159.026	203.011
RUMHYD_03779	10254.625	11635.224	8999.973	21496.648	5937.77	22816.276	492.033	344	376.154
RUMHYD_03780	4031.007	1209.902	1786.509	1755.439	460.364	1259.885	113.016	112.235	157.184
RUMHYD_03781	2260.369	1313.874	1311.519	3449.323	1121.505	1552.808	79.952	83.765	87.854
RUMHYD_03782	210	572	196	62	15	25	0	0	0
RUMHYD_03783	15	0	0	0	0	0	0	0	0
RUMHYD_03784	4364	5883	2904	10271.059	8102.237	10204	902	687	407
RUMHYD_03785	2224	3600	1652	7647.608	6595	7163	335	252	211.29
RUMHYD_03786	42	21	1	57.392	13	56	3.595	0	23.71
RUMHYD_03787	1974	1655	1525	4395	2232	3861	203.405	159	291
RUMHYD_03788	6359	5163	4404	14888	8703.328	9979	745	563.291	642
RUMHYD_03789	396	635	438	4576.979	2421	2219	171	128.709	206
RUMHYD_03790	9479	12554	9972	15655	7120	9509	448	445	442
RUMHYD_03791	171	36	78	1	0	3	0	0	7
RUMHYD_03792	14990	9803	9138	22354	35627.766	6399	1152	1062	729
RUMHYD_03793	284	125	157	549.345	299.116	309	21.934	25.344	181.746
RUMHYD_03794	3819.302	3638.309	2611.401	14939.082	10575.406	11800.315	634.066	609.804	579.438
RUMHYD_03795	1460.698	1937.691	1743.599	1961.637	641.478	1671.685	84	95.852	93.816
RUMHYD_03796	3337	3201	1847	2190	1371	1558.131	88	117	114
RUMHYD_03797	2103	3471	2061	11099	6796	9764	470	492	352
RUMHYD_03798	3351	4414	3191	4451.098	5260.828	4425	428.996	284	210
RUMHYD_03799	17041	25457	20638.682	27431.586	15885.172	12440	1023.004	757	542.007
RUMHYD_03800	1172	815	819	3944.148	2669.068	1273	213	143	119.993
RUMHYD_03801	545	428.961	382.461	1456.436	713.151	605.169	60.146	69	99
RUMHYD_03802	1495	1526.039	1204.539	2617.619	1121.849	1369.831	133.393	69	187
RUMHYD_03803	302	647	410	1024.392	311	368.091	53.841	16	73.041
RUMHYD_03804	2319	2929	1963	8750.884	7220.066	6445.909	501.619	316	287.959
RUMHYD_03805	0	9	4	107	81.002	75	4	8	36.56
RUMHYD_03806	817	1488	878	3348	2358.998	2129	273	179	182.656
RUMHYD_03807	2477	6419	3526	3530.999	2026	3036	326	134	317.784
RUMHYD_03808	637	1245	765	2004.001	1069	1669	94	79	125
RUMHYD_03809	0	0	0	0	0	0	0	0	7
RUMHYD_03810	2055.226	1564	1416	3717.629	1671.979	1271.135	210	161	305.659
RUMHYD_03811	2080.774	3693	3541	4691.372	2084.747	4041.865	150	190	139.516
RUMHYD_03812	3052	4528	2969	13520.129	5130.36	7446	340	243	394.825
RUMHYD_03813	2103	1566	1354	6266	1976	2831	376	204	333
RUMHYD_03814	396	434	405	2142.544	700.438	1118	104	97	175
RUMHYD_03815	239.927	215	88.595	1435.929	501.102	597.831	50.537	33	68.682
RUMHYD_03816	848.073	909	690.405	3646.527	925.46	2066.169	98.463	67	124.318
RUMHYD_03817	0	0	0	0	0	4	0	0	2
RUMHYD_03818	244	456.019	252	1417.057	994	1779.934	50	22	31
RUMHYD_03819	10567	21208.981	11420.694	25536.641	18032.13	33080.432	354	163	132
RUMHYD_03820	136777	73281.999	93096.306	170086.701	147870.082	118788.207	14190	10061	6412
RUMHYD_03821	0	0	0	0	0	0	0	0	2
RUMHYD_03822	210	519	503	776	1653	1444	68	46	68
RUMHYD_03823	345.178	827	502.195	3258.823	13092.222	9821.206	165	78	74.002
RUMHYD_03824	571.822	578	564.805	5808.09	21308.402	18188.562	152	97	89.998
RUMHYD_03825	98	30	72	826.586	3453.319	2688.925	11	2	11
RUMHYD_03826	18	56	22	628.804	2453.151	2495.099	14	7	6
RUMHYD_03827	11	48	41	694.695	2294.687	2504.544	33.57	10	25
RUMHYD_03828	63	101	50	1357.915	4951.78	4569.56	75.43	28	34
RUMHYD_03829	275	234	227	898.069	571	808	146	49	313
RUMHYD_03830	2190	2254	2084	3994.242	1509.04	3892	297	191	772.833
RUMHYD_03831	0	10	16	64	23	7	0	0	27.208
RUMHYD_03832	663	457	494	1234	592	1233	81	82	119.959
RUMHYD_03833	1657	1372	1056	2516	1696	2493	259	178	276.334
RUMHYD_03834	3019	3056	2305	4078.501	2829	4551	500	371	403.666
RUMHYD_03835	1126.146	1112	935	4571.852	7130.098	6859.998	295	191	316.403
RUMHYD_03836	2074.854	2377	2089	6459.138	9770.902	9800.002	297	171	270.597
RUMHYD_03837	11	0	0	0	0	0	0	0	0
RUMHYD_03838	472	1194	725	1902.815	3280.674	2381.055	145.494	89	125.84
RUMHYD_03839	901	965	726	3523.254	5459.326	3592.945	332.506	221	363.16
RUMHYD_03840	3874	27260	7480	3759.93	2857	2903	120	84	125
RUMHYD_03841	6984	5182	5152	12733.383	11916	15119	701.051	653	613.435
RUMHYD_03842	848	366	682	724	676	756	78.949	44	48.565
RUMHYD_03843	470	286	308	1542.288	1221	713	200	120	176
RUMHYD_03844	156	288	208	450	138	405	13	20	25
RUMHYD_03845	14090	22825	19258	41571.212	54264	52480.283	1966	1165	872.251
RUMHYD_03846	2509	3814	2917	13214	15895.923	10457	1081	835	554.749
RUMHYD_03847	168	122	126	362.988	122.077	211	31	7	59
RUMHYD_03848	552	284.977	344	904.862	684.573	836.296	82.73	24	70.011
RUMHYD_03849	68	206.023	148	447.138	469.427	521.711	10.27	19	43.989
RUMHYD_03850	299	105	124	703	614	372	101	48	179
RUMHYD_03851	309	435	240	983	233	442	111	116	242
RUMHYD_03852	152.139	444.97	298.011	190.729	211.64	263.192	45.173	4	5
RUMHYD_03853	26788	54860.42	29596	16624.324	7747	11817	529	483	341
RUMHYD_03854	105	31	2	12	0	5	1	0	0
RUMHYD_03855	203	220	224	488.085	197	462	67	26	152.491
RUMHYD_03856	199	118	101	149.403	59	268	8	0	47.509
RUMHYD_03858	0	25	31	154.597	15	146	0	0	0
RUMHYD_03857	555	1093	526	3127	2660	3494.023	142	128	107
RUMHYD_03859	274	103	140	151	92.46	265	8	0	13
RUMHYD_03860	6787	6595	6599	15254	7362.809	19919.88	567	425	411
RUMHYD_03861	1226	2176	1606	3139	2750	2410	296	169	292.34
RUMHYD_03862	643	263	391	1172	1129	766	152	90	181.66
RUMHYD_03863	22	29	9	197	224	205	14	8	81
RUMHYD_03864	237	230	232	268	301	298	57	28	125
RUMHYD_03865	31	46	46	122	139	67	45	25	320
RUMHYD_03866	0	0	0	0	0	0	0	0	0
RUMHYD_03867	136	130	199	276	141	236	40	38	147.433
RUMHYD_03868	150	116	190	295	129	217	67	60	355.567
RUMHYD_03869	24	40	82	89	27	62	23	9	194.096
RUMHYD_03870	289	361	439	414	121	420	34	42	214.904
RUMHYD_03871	183436	180369	151238	1014747.233	468523.062	1406761.235	8766	6133	4431
RUMHYD_03872	741	1240	664.423	5646.75	15563.667	13088.08	255.62	205.756	148
RUMHYD_03873	937	1758	1088.577	7262.25	14672.333	14121.92	367.38	201.244	209
RUMHYD_03874	153	147	140	610	426	1027	28	44	127
RUMHYD_03876	0	3	0	0	0	3	0	0	7
RUMHYD_03875	140	299	209	203	89	147	39	19	63
RUMHYD_03877	155	330	215	458	143	342	40	36	47
RUMHYD_03878	90	155	129	264.795	89	266	24	1	88.01
RUMHYD_03879	212	171.09	88	229.205	105	187	20	15	54.006
RUMHYD_03880	1079	1071.91	1268	13798.698	23239	9185.066	812	643	312.984
RUMHYD_03881	1867	1522	1588	2724.457	2486.846	2948	271.778	198	368
RUMHYD_03882	505	560	487	1395.543	1126.154	1852.779	77.222	93	141.919
RUMHYD_03883	262	420	392	1103	801.997	956	83	48	128.081
RUMHYD_03884	36.537	51	23.97	68.329	56.504	97.812	4	4	0
RUMHYD_03885	142.463	331	231.03	442.671	403.5	642.188	86	24	93.009
RUMHYD_03886	38	286	264	426	562	474	56	38	101.991
RUMHYD_03887	1056	1760	1373	1233	2096	2185	151	44	54
RUMHYD_03888	27	60	67	1792	494	970	86	41	133.837
RUMHYD_03889	0	21	13	191.607	42	87	12.435	0	10.882
RUMHYD_03890	434	1401	990	7147.393	2385	3924	279.565	201	368.448
RUMHYD_03891	154	262	257	145	76	84	21	23	125.833
RUMHYD_03892	0	0	0	0	0	0	0	0	0
RUMHYD_03893	3389.951	2412	1807	11191.742	5650.913	6400.988	502.909	473.195	321.379
RUMHYD_03894	6192	5105	4685	8171.021	7393	7143	489.859	316.808	354.305
RUMHYD_03895	84	42	62	461	302	345	49	32.475	82.483
RUMHYD_03896	286.943	358	154	654.918	466.882	1097.344	38.009	17.525	35.432
RUMHYD_03897	17221	15873	10452.408	13051.545	4483.67	2424	5531.747	2736.988	3015.093
RUMHYD_03898	0	4	0	1	0	0	1	0	0
RUMHYD_03899	0	0	0	1	0	2	5	1	31.851
RUMHYD_03900	0	7	0	2	7	2	7	4	70.998
RUMHYD_03901	0	0	0	0	0	0	6	16	76.445
RUMHYD_00935	3741	9018	7293	4927.002	2582	3125	252	199	168
RUMHYD_00936	123	32	81	3	0	27	6	25	59
RUMHYD_00937	207	217	222	517	436	600	105	40	161
RUMHYD_00938	48	15	12	34	17	12	7	3	18
RUMHYD_00939	80	24	29	277	232	146	28	25	113
RUMHYD_00940	0	0	4	21	15	22	3	0	7
RUMHYD_00942	142	285	242	379	435	476	89	26	100.93
RUMHYD_00943	1888	1476	1171	5080.998	4226	5342	523	182	276.07
RUMHYD_00944	159.057	74	65	547.084	401.118	474.656	37.991	27	144.085
RUMHYD_00945	0	19	8	102	41	36	5	7	32
RUMHYD_00946	0	7	6	4	2	12	1	2	7
RUMHYD_00947	78	178	133	314	169	207	25	17	7
RUMHYD_00948	637	309	193	749	176	251	61	34	157
RUMHYD_00949	70	956	78	13496.174	9106	24203	889	684	106
RUMHYD_00950	1524	1060	911	6981	6530	8192.032	291	97	125
RUMHYD_00951	36	5	6	10	7	8	1	11	39
RUMHYD_00952	0	12	4	6	4	25	0	0	9
RUMHYD_00953	4766	8582	5429	43494.821	49460.067	60656.16	803	515	292
RUMHYD_00955	414	579	434	820	466	442	109	84	134.031
RUMHYD_00956	232	255	241	479	237	534	63	32	172.983
RUMHYD_00957	10783	20020	14935	10463.058	3937.293	7964	611	507	1068.676
RUMHYD_00958	18967.989	41138	30982	8258.295	3713.532	9149.825	398	329.813	242.693
RUMHYD_00959	9893.011	8688	9844	9154.847	7691.846	10090.182	604.485	547.994	499.193
RUMHYD_00960	649	395	402	1303.921	614.622	775	123.515	66.312	265.25
RUMHYD_00961	92	237	194	618.202	264	463	52	33.881	108.174
RUMHYD_00962	138	108	144	992	514	697	51	30	152
RUMHYD_00963	714	896	736	3395	2600.672	2945	118	135	310.084
RUMHYD_00964	402	434	375	2020.117	1253	1121	99	80	279.646
RUMHYD_00965	662	598	490	2948.517	1940.791	2395	172	120	159.272
RUMHYD_00966	1316	894	888	2883.588	1436.209	3000.037	216	113	275.407
RUMHYD_00967	21	39	22	275.779	124	216	12	13	60.007
RUMHYD_00968	99	231	205	729.038	336	561	79	32	148.585
RUMHYD_00969	135	88	83	75	48	53	45	36	129.566
RUMHYD_00970	20526	30059	22870	18657.479	12209	22739.467	1971	1233	1250.434
RUMHYD_00971	204	130	107	1004.357	558.461	491	21	6	12
RUMHYD_00972	25	110	48	1069.643	540.539	351	25	10	10
RUMHYD_00973	102	84	81	336	152	132	39	44	230.164
RUMHYD_00974	4	8	2	78	49	19	24	3.848	106.836
RUMHYD_00975	57	79	32	168	114	78	17	16.152	125.277
RUMHYD_00976	0	0	0	0	0	0	0	0	25.371
RUMHYD_00977	0	0	0	4	0	0	3	3	45.352
RUMHYD_00978	0	0	5	0	0	0	0	0	2
RUMHYD_00979	13	15	3	16	2	13	0	0	30
RUMHYD_00980	14	59	68	365	233	418	9	32	106
RUMHYD_00981	0	5	7	40	7	19	5	7	59
RUMHYD_00982	26	49	25	527	169	294	17	38	332.152
RUMHYD_00983	144	81	52	837	277	537	46.83	37	404.382
RUMHYD_00984	57	81	42	649	198	449	10.17	19	184.466
RUMHYD_00985	0	0	0	0	0	0	0	0	0
RUMHYD_00986	2538	1751	1381	11052	5806	9667.005	339	287	459
RUMHYD_00987	0	0	0	0	2	2	1	0	15
RUMHYD_00989	21	43	37	256	309	301	14	14	23
RUMHYD_00988	0	0	7	1	0	2	0	0	0
RUMHYD_00990	0	3	0	0	0	2	0	0	0
RUMHYD_00991	46	18	21	156	29	99	34	23	219
RUMHYD_00992	43	52	72	161	127	156	14	22	98
RUMHYD_00993	0	0	0	5	0	6	8	5	45
RUMHYD_00994	0	0	0	2	0	3	0	0	10
RUMHYD_00995	0	0	0	0	0	3	0	0	8.428
RUMHYD_00996	0	4	2	12	5	1	17	9	38.572
RUMHYD_00997	0	0	0	0	0	2	2	0	12
RUMHYD_00998	0	0	0	0	0	0	0	0	23
RUMHYD_00999	1716	804	1142	401	727	398	39	43	28
RUMHYD_01000	4	0	1	0	0	1	0	0	0
RUMHYD_01001	1233	1133	1345	1912	406	516	90	87	217
RUMHYD_01002	60	6	15	65	9	11	15	0	32
RUMHYD_01003	148	138	97	816	143	207	35	42	114.233
RUMHYD_01004	129	132	100	503.15	196.148	149.992	48.001	29	74.951
RUMHYD_01005	39	30	40	174.85	76.852	32.008	25.999	9	32.816
RUMHYD_01006	0	20	0	5	0	0	3	3	12
RUMHYD_01007	0	8	16	32	18	13	8	35	74
RUMHYD_01008	0	2	5	1	0	6	2.082	0	48.224
RUMHYD_01009	8	3	0	17	0	1	9.918	11	75.776
RUMHYD_01010	0	0	0	0	0	2	0	0	2
RUMHYD_01011	5440	10326	7974	22346	10928	21267.614	2079	928	840
RUMHYD_01012	7	71	48	69	34	71	13	12	0
RUMHYD_01013	189	542.384	415	558.505	287	518	95.269	60	137
RUMHYD_01014	19	104.41	52.317	160.909	32.445	90.934	10.206	13	42.959
RUMHYD_01015	381	1338.206	991.683	2690.585	1276.555	2112.066	300.355	281	322.041
RUMHYD_01016	247	1192	1113	2216	830	1712	348.17	188	321
RUMHYD_01017	0	7	4	100.172	37.282	73.953	6	9.452	53
RUMHYD_01018	19	50	89	102.893	55.699	79.047	11	18.548	58.043
RUMHYD_01019	15	80	47	301	208	320	17	20	80
RUMHYD_01020	6714	8078	7762	20069.311	8106	19829	907.393	531	542.559
RUMHYD_01021	1869	2125	1801	12374	3997	8150.114	479.24	237	347.441
RUMHYD_01022	4270	6275	5124	40561.113	13989.724	39421.311	568.366	372	445
RUMHYD_01023	2965	3386	3171	21255.802	6876.198	27419.957	798	420.274	567
RUMHYD_01024	7675.297	7269.984	6779.792	72939.471	20793.729	59408.613	1114.999	668.033	733
RUMHYD_01025	13676.562	12069.414	12212.412	111234.699	26913.009	117571.571	1389.399	912.63	867.664
RUMHYD_01026	2247.14	1357.616	1215.796	26949.369	6976.262	19004.168	551.575	360.064	386.336
RUMHYD_01027	130	204	151	3409.131	804	2318	61.027	57	56
RUMHYD_01028	0	0	0	8.869	0	16	0	0	3
RUMHYD_01029	2602	3079	2594	5875	28772.932	19277.695	1239	611	645
RUMHYD_01030	64	169	146	501.784	1843.316	1602.399	45	40	43.16
RUMHYD_01031	0	42	15	279.216	1094.512	590	45	34	55.817
RUMHYD_01032	1502.787	1079	1072	3833.621	16420.19	15613.056	443	208	187.022
RUMHYD_01033	1945.213	1808	1573.688	7149.707	27474.95	23592.181	686.92	457.867	305
RUMHYD_01034	865	1040.681	1029.312	3516.806	14531.471	13580.59	365.751	249.132	157.625
RUMHYD_01035	1375	1660.319	1254	7608.563	27301.475	28485.389	655.329	357.001	285.375
RUMHYD_01036	8428	15754	14043	20891.265	87724	75392.453	2777.107	1813	1151
RUMHYD_01037	1134	1088	971	4544.701	15889.825	16784.897	618.893	446	247
RUMHYD_01038	18	204.745	105	252	133.074	52	10	3	6
RUMHYD_01039	11	14	38	70	105	63	11	0	67
RUMHYD_01040	223	246	197	946	644	630	104	56	254.473
RUMHYD_01041	376	542	549	1844	1687	1491	315.014	123	401.527
RUMHYD_01042	142	141	196	592	309	604	50.986	21	185.432
RUMHYD_01043	286	219	176	1484	1498	1089	215	90	304.568
RUMHYD_01044	180	605	399	5114.778	6192.915	6330.885	188	104	85
RUMHYD_01045	30	36	6	217.904	179.59	239.879	5	1	10
RUMHYD_01047	391	499	326	1951.723	2179.41	2805.646	98	100	55
RUMHYD_01046	0	0	0	6	0	12	0	0	0
RUMHYD_01048	916	984	645	3185	2589	869	3476	1145	1109
RUMHYD_01049	20	49	33	26	15	12	23	6	41
RUMHYD_01050	52	68	39	34	19	30	24	39	155
RUMHYD_01051	24	18	9	45	7	6	23	33	284.724
RUMHYD_01052	0	11	2	17	5	2	13	17	85.276
RUMHYD_01053	5	8	5	23	17	15	36	21	226
RUMHYD_01054	0	0	0	0	0	1	5	0	10.91
RUMHYD_01055	15	60	13	36	38	28	26	17	304.09
RUMHYD_01056	33	7	32	50	58	66	60.543	28	151
RUMHYD_01057	0	0	0	0	1	0	11.85	1	163
RUMHYD_01058	0	1	0	7	1	0	3.608	3	36.76
RUMHYD_01059	14	27	14	5	7	3	48	52	475.24
RUMHYD_01060	623	324	256	2402.103	3193	2568	302	198	344
RUMHYD_01061	10	68	57	274.849	746.154	552.304	98.186	52	47
RUMHYD_01062	144	104	95	1298.51	2495.611	1679.103	132.814	76	199
RUMHYD_01063	66	159	158	2681.939	7597.762	3703.211	210	139	201
RUMHYD_01064	174	43	71	920.599	2656.484	1414	57	30	169
RUMHYD_01065	5	10	10	2	0	1	4	3	3
RUMHYD_01067	0	10	1	1	0	1	1	0	18
RUMHYD_01066	0	0	0	0	0	0	0	0	0
RUMHYD_01068	41	21	45	41	20	15	7	18	52
RUMHYD_01069	78	453	56	218	52	170	13	13	39
RUMHYD_01070	2060	1615	1971	520.026	142	210	38	23	57
RUMHYD_01071	0	0	0	1	0	0	0	0	0
RUMHYD_01072	0	35	3	39	29	30.983	6	5	101
RUMHYD_01073	0	34	7	3	7	10.017	0	0	0
RUMHYD_01074	1129	1844.217	1005	5247	3918	6584	169	141	114
RUMHYD_01075	1985	1489.783	1648	5568	3805	5778.009	210	209	387
RUMHYD_01076	1719	3119	1801	4563	2834	5230	203	170	87
RUMHYD_01077	443	236	354	1094	418	731	141	64	206
RUMHYD_01078	207	517	213	618	535	619	97	50	54
RUMHYD_01079	30	58	29	137	142	90	95	20	65.371
RUMHYD_01080	965	1174	762	6851	8920	7857	434	333	318.629
RUMHYD_01081	671	1441	728	9055	14803	17176	506	302	184
RUMHYD_01082	55	95	41	294	155	238	6	3	110
RUMHYD_01083	12388	8747	9766	8552	1409	1568	399	271	149
RUMHYD_01084	236	552	444	4148	996	1911	464	187	208
RUMHYD_01085	3524	4235	3381	24733.107	40704.293	19465.028	2185	1611	1133
RUMHYD_01086	0	0	0	0	0	5	0	0	7
RUMHYD_01087	441	245	160	617	596	796	43	18	45
RUMHYD_01088	161	306	166	1294	798	699	101	121	219.165
RUMHYD_01089	245	215.016	160	502.581	354	302	68	56	71.835
RUMHYD_01090	1436	2396	1600	7968.419	8843	8463	1018	567	670
RUMHYD_01091	451	125	113	1530.619	71	943	16	29	37
RUMHYD_01092	523	131	135	2196.381	157	1432	27	39	9
RUMHYD_01093	189	236	195	426	302	311	44	13	25
RUMHYD_01094	4522	7194.366	4900	22360.93	22194.96	27876.053	1442.836	784.74	787
RUMHYD_01095	556	793.634	580	1791.065	1437.04	2890.961	180.164	132.26	81
RUMHYD_01096	8	0	2	0	4	1	1	0	0
RUMHYD_01097	33	54	18	188	263	102	43	14	118
RUMHYD_01098	120	97	92	246	452	140	107	17	256
RUMHYD_01099	1100	1771	1323	6541	10432	6670	1881	955	758
RUMHYD_01100	9	40	36	162	81	144	14	6	62
RUMHYD_01101	9666.947	10551.228	7129	171945.439	77058.816	134341.467	1914.294	1512	1330.382
RUMHYD_01102	2079.003	4216.474	3296.673	71564.234	32195.141	59117.009	586.706	339.736	266.618
RUMHYD_01103	2633.392	2225.298	1757.327	56996.958	22111.729	43657.986	508	295.264	317
RUMHYD_01104	4241.658	5566	4669	92323.353	33350.606	69038.28	895.996	537	459
RUMHYD_01105	115	169	244	5203.707	1927.423	3476.049	45.004	16	14
RUMHYD_01106	4941.272	9809.804	7156	153083.416	56407.187	132365.637	1418	1017.509	781.285
RUMHYD_01107	10553.447	16927.196	12120.933	170571.996	57146.778	164148.238	1317.488	1005.491	864.715
RUMHYD_01108	3518.281	3529	2443.067	78700.89	27001.038	66529.508	882.512	777	563
RUMHYD_01109	1307	3408	1863	14730.866	35797.996	30977.985	1617	1528	998.252
RUMHYD_01110	5083.983	8529	4791	77026.785	262021.459	221708.361	6791.439	6340.179	3813.835
RUMHYD_01111	988.017	1046	700	12060.207	49599.078	30222.588	1411.561	1147.821	1009.913
RUMHYD_01112	2114.67	3090.414	1793.353	31897	127570.9	130342.998	1508.069	1421.094	938.298
RUMHYD_01113	4395.33	4675.586	3724.647	33879.776	127829.099	137528.246	2243.931	1603.906	1363.702
RUMHYD_01114	196212	283357	208306	580369.695	1029302.262	1006778.342	16521	14384	7689
RUMHYD_01115	1055	2379	1758	3894	4167.229	6476	473	264	293
RUMHYD_01116	175	81	77	113	55	115	12	23	53
RUMHYD_01117	0	5	0	0	0	1	0	0	2
RUMHYD_01118	108	276	256	123	45	113	4	3	34
RUMHYD_01119	12357	6991	8850	5226	3776	4473	310	277	212
RUMHYD_01120	14251	22568	15501	16362.215	20755.011	16452.063	717	682	489.316
RUMHYD_01121	1398	2121	1755	5476.785	6769.81	3423.937	244	168	152.684
RUMHYD_01122	72	125	94	107	66	55	14	6	68
RUMHYD_01123	238	175	130	249	211	191	47	28	68
RUMHYD_01124	0	10	7	29	18	4	24	4	109
RUMHYD_01125	3455	4312	2503	16323.35	12245	6288	1424	959	690
RUMHYD_01126	0	2	1	2	0	0	0	0	0
RUMHYD_01127	3681.348	2311	2221	6011.082	8103	6872	465	423	381.35
RUMHYD_01128	1231	1291	1308	7366.99	2977	10939.081	62	47	57
RUMHYD_01129	0	0	0	0	0	0	0	0	0
RUMHYD_01130	4	43	26	197	388	199	6	11	23
RUMHYD_01131	0	2	11	6	3	5	16	2	100
RUMHYD_01132	2325	3238	2417	14577.558	11104.821	15883.293	686.005	544	561.501
RUMHYD_01133	2745	2182	2061	8727.421	7387.179	7932.707	617.995	374	329.499
RUMHYD_01134	764	1069	960	2483	2108	3132	149	123	222
RUMHYD_01135	2635	2373	2635	7197	5970	7323	425	238	448
RUMHYD_01136	538	921	585	6239	4225	7482	147	99	67
RUMHYD_01137	2729	4279	3762	3519	4684	4641	536	393.234	542
RUMHYD_01138	11958	9089	7888	23930	22385	21032	1049	651.766	696
RUMHYD_01139	1434	2579	1604	46704.721	26490	43008	851	671	491
RUMHYD_01140	75	68	54	142.921	81.019	121	32	30	94.957
RUMHYD_01141	311	471	367	1295.015	586	982	236	156	405
RUMHYD_01142	2513	2290	2418	1471	1291	1376	96	84	142
RUMHYD_01143	18	91	54	158	152	188	57	70	540
RUMHYD_01144	0	0	0	9	12	6	1	0	49
RUMHYD_01145	955.229	879.056	683.438	2057.466	4216.832	2946.353	146.355	106.442	59.794
RUMHYD_01146	1304.298	1850	1282.306	48044.105	4338	59419.019	269	298	177
RUMHYD_01147	1424.702	4065	2626.694	53509.135	15347	116096.99	613	1005	554
RUMHYD_01148	720	1100	795	37881.587	2390	31413.223	302	739	342
RUMHYD_01149	2077	2533	1948	83221.182	5134	78191.001	413	447	440
RUMHYD_01150	935	1131	730	57773.088	2915.048	48995.997	248.002	419	264
RUMHYD_01151	0	0	2	220	17	165	0	1	0
RUMHYD_01152	327	428	352	25282.303	1446	18249.187	81.998	112	73
RUMHYD_01153	705	870	916	51874.983	3116	37517.795	251	310	277
RUMHYD_01154	210	578	265	3048	1876	3926	82	61	37
RUMHYD_01155	438	475	298	1479.972	555	1628	68	48	130
RUMHYD_01156	286	228	222	1260.028	491	951	63	80	185
RUMHYD_01157	491	411	197	67	34	124	0	0	3
RUMHYD_01158	55	4	19	17	17	9	20	19.524	164.876
RUMHYD_01159	48	44	41	204	82	146	25	26.476	210.124
RUMHYD_01160	41	17	3	133	114.731	140	8	7	84
RUMHYD_01161	8	11	16	119	63.269	136	9	0	63.664
RUMHYD_01162	0	4	4	35	11	35	15.502	6	164.336
RUMHYD_01163	43	11	11	139	50	79	27.498	36	185
RUMHYD_01164	23	101	62	185.824	118.815	350.364	12	9	15
RUMHYD_01165	16	132.188	30	176.364	213.263	412.142	9	6	16
RUMHYD_01166	219	714.812	468	853.813	892.922	1392.495	109	75	58
RUMHYD_01167	139	181	151	68	45	25	42	17	295
RUMHYD_01168	0	20	20	5	4	10	11	8	99
RUMHYD_01169	0	0	0	0	0	0	0	0	7
RUMHYD_01170	1500	1338	1595	122	86	110	98	95	279
RUMHYD_01171	31	4	12	15.996	7.84	16	13	26	107.871
RUMHYD_01172	8	12	10	10.004	8.16	11	3	15	43.129
RUMHYD_01173	137	31	17	70	38	39	36.299	46	205.001
RUMHYD_01174	15	52	9	38	32	77	30.191	23.591	176.999
RUMHYD_01175	20	28	11	35	33	49	24.51	2.409	100
RUMHYD_01176	388	423	436	81	83	120	42	29	235
RUMHYD_01177	262	332	124	2142	3181	2655	152	81	91
RUMHYD_01178	2621	4084	3470	6341.813	7559.693	9266.497	307	196	121.398
RUMHYD_01179	2247	1225	1387	3100.187	2825.175	3355.519	181.628	78	179.602
RUMHYD_01180	376	478	334	380	321	305	20.372	15	13
RUMHYD_01181	744.44	957	573	1006	854.763	835	11	28	22.506
RUMHYD_01182	178.56	82	82	344.387	224.951	196	14	7	52.494
RUMHYD_01183	213	172	143	548.613	404.286	596	32	11	50
RUMHYD_01184	0	0	0	3	2	1	0	0	0
RUMHYD_01185	779	826	843	1245	1285	1198	162	149	388.563
RUMHYD_01186	0	5	0	16	14	19	0	0	0
RUMHYD_01187	9599.344	16015	10277	140257.717	49303.617	98953.565	3563	2425.696	1639.775
RUMHYD_01188	2770.656	2222	1861	32243.933	10699.54	21580.845	515	376.304	353.662
RUMHYD_01189	3757	7666	5782	51308.627	14235.188	29598.579	991	709	766
RUMHYD_01190	0	9	0	33	4	21	2	0	19
RUMHYD_01191	1990	1689.998	1165	4443.572	3837.423	4730.451	393	264	338
RUMHYD_01192	586	412.002	420	1514.428	943.577	2215.549	96.007	39.613	44
RUMHYD_01193	51	48	78	172	142	138	35.993	41.387	125
RUMHYD_01194	46	133	47	157	81	194	24	14	32
RUMHYD_01195	509	261	366	1145	702	497	171.753	58	151
RUMHYD_01196	4966	4923	4411	5335.72	3846.211	4770.653	303.247	276	291.638
RUMHYD_01197	1585	986	1193	3673.76	2759.985	3571.347	143	90	278.765
