id	name	metabolites	compartments	annotation	reversibility
r0465	L-Histidine:4-aminobutanoate ligase (AMP-forming) Urea cycle and metabolism of amino groups EC:6.3.2.11	{'4abut_c': -1.0, 'atp_c': -1.0, 'his__L_c': -1.0, 'HC00576_c': 1.0, 'amp_c': 1.0, 'h_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '6.3.2.11', 'metanetx.reaction': 'MNXR105344', 'seed.reaction': 'rxn01463'}	True
r0465_1	L-Histidine:4-Aminobutanoate Ligase (AMP-Forming)	{'4abut_c': -1.0, 'atp_c': -1.0, 'his__L_c': -1.0, 'HC00576_c': 1.0, 'amp_c': 1.0, 'h_c': 2.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
r0466	Alpha-Aminobutyryl histidine hydrolase Urea cycle and metabolism of amino groups EC:3.4.13.3	{'HC00576_c': -1.0, 'h2o_c': -1.0, '4abut_c': 1.0, 'his__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['3.4.13.18', '3.4.13.20', '3.4.13.3'], 'metanetx.reaction': 'MNXR95133', 'kegg.reaction': 'R01992', 'seed.reaction': 'rxn01464'}	True
r0466_1	Alpha-Aminobutyryl Histidine Hydrolase	{'HC00576_c': -1.0, 'h2o_c': -1.0, 'h_c': -1.0, '4abut_c': 1.0, 'his__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
r0480	S-Adenosyl-L-methionine:ethanolamine-phosphate N-methyltransferase Glycerophospholipid metabolism EC:2.1.1.103	{'amet_c': -1.0, 'ethamp_c': -1.0, 'HC00718_c': 1.0, 'ahcys_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '2.1.1.103', 'rhea': ['20365', '20366', '20367', '20368'], 'biocyc': 'META:2.1.1.103-RXN', 'metanetx.reaction': 'MNXR105345', 'kegg.reaction': 'R02037', 'seed.reaction': 'rxn01478'}	True
r0483	(R)-3-Amino-2-methylpropanoate:2-oxoglutarate aminotransferase EC:2.6.1.22	{'3aib__D_m': -1.0, 'akg_m': -1.0, '2mop_m': 1.0, 'glu__L_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105346'}	True
r0494	DTDP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	{'dtdp_e': -1.0, 'h2o_e': -1.0, 'dtmp_e': 1.0, 'h_e': 1.0, 'pi_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'ec-code': ['3.6.1', '3.6.1.5'], 'biocyc': 'META:RXN-14213', 'metanetx.reaction': 'MNXR97807', 'kegg.reaction': 'R02092', 'seed.reaction': 'rxn01511'}	True
r0497	DTTP nucleotidohydrolase Pyrimidine metabolism EC:3.6.1.39	{'dttp_e': -1.0, 'h2o_e': -1.0, 'dtdp_e': 1.0, 'h_e': 1.0, 'pi_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'rhea': ['19013', '19014', '19015', '19016'], 'ec-code': ['3.6.1.39', '3.6.1.5'], 'biocyc': 'META:THYMIDINE-TRIPHOSPHATASE-RXN', 'metanetx.reaction': 'MNXR102048', 'kegg.reaction': 'R02095', 'seed.reaction': 'rxn01514'}	True
r0509	Succinate:Ubiquinone Oxidoreductase	{'q10_m': -1.0, 'succ_m': -1.0, 'fum_m': 1.0, 'q10h2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0510	Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis	{'HC00619_c': -2.0, 'h_c': -2.0, 'o2_c': -1.0, 'pmtcoa_c': -1.0, 'HC00617_c': 2.0, 'h2o_c': 2.0, 'hdcoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
r0511	Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis	{'HC00619_c': -2.0, 'h_c': -2.0, 'o2_c': -1.0, 'stcoa_c': -1.0, 'HC00617_c': 2.0, 'h2o_c': 2.0, 'odecoa_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
r0512	Dihydrofolate:NAD+ oxidoreductase Folate biosynthesis EC:1.5.1.3	{'dhf_c': -1.0, 'nad_c': -1.0, 'fol_c': 1.0, 'nadh_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.5.1.3', 'metanetx.reaction': 'MNXR97399', 'kegg.reaction': 'R02235', 'seed.reaction': 'rxn01601'}	True
r0514	Dihydrofolate:NADP+ oxidoreductase One carbon pool by folate / Folate biosynthesis EC:1.5.1.3	{'fol_m': -1.0, 'nadph_m': -1.0, 'dhf_m': 1.0, 'nadp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '1.5.1.3', 'rhea': ['31103', '31104', '31105', '31106'], 'metanetx.reaction': 'MNXR97400', 'reactome': ['R-BTA-197963', 'R-CEL-197963', 'R-CFA-197963', 'R-DDI-197963', 'R-DME-197963', 'R-DRE-197963', 'R-GGA-197963', 'R-HSA-197963', 'R-MMU-197963', 'R-RNO-197963', 'R-SCE-197963', 'R-SPO-197963', 'R-SSC-197963', 'R-TGU-197963', 'R-XTR-197963'], 'kegg.reaction': 'R02236', 'seed.reaction': 'rxn01602'}	True
r0517	Succinyl Coenzyme A:Glycine C-Succinyl-Transferase (Decarboxylating)	{'HC01496_m': -1.0, 'h_m': -1.0, '5aop_m': 1.0, 'co2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0525	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase; N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-glutamate-forming) Lysine degradation EC:1.5.1.9	{'h2o_m': -1.0, 'nad_m': -1.0, 'saccrp__L_m': -1.0, 'L2aadp6sa_m': 1.0, 'glu__L_m': 1.0, 'h_m': 1.0, 'nadh_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '1.5.1.9', 'rhea': ['24520', '24521', '24522', '24523'], 'biocyc': 'META:1.5.1.9-RXN', 'metanetx.reaction': 'MNXR105347', 'reactome': ['R-ATH-70940', 'R-BTA-70940', 'R-CEL-70940', 'R-CFA-70940', 'R-DDI-70940', 'R-DME-70940', 'R-DRE-70940', 'R-GGA-70940', 'R-HSA-70940', 'R-MMU-70940', 'R-OSA-70940', 'R-RNO-70940', 'R-SCE-70940', 'R-SPO-70940', 'R-SSC-70940', 'R-TGU-70940', 'R-XTR-70940'], 'kegg.reaction': 'R02313', 'seed.reaction': 'rxn01662'}	True
r0541	Glutaryl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase (Decarboxylating)	{'glutcoa_m': -1.0, 'h_m': -1.0, 'q10_m': -1.0, 'b2coa_m': 1.0, 'co2_m': 1.0, 'q10h2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0546	Phenylacetaldehyde:NAD+ oxidoreductase Phenylalanine metabolism / Styrene degradation EC:1.2.1.5 EC:1.2.1.39	{'h2o_m': -1.0, 'nad_m': -1.0, 'pacald_m': -1.0, 'h_m': 2.0, 'nadh_m': 1.0, 'pac_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.2.1.39', '1.2.1.5'], 'rhea': ['21392', '21393', '21394', '21395'], 'biocyc': 'META:PHENDEHYD-RXN', 'metanetx.reaction': 'MNXR95743', 'kegg.reaction': 'R02536', 'seed.reaction': 'rxn01840'}	True
r0548	Aldehyde:NADP+ oxidoreductase Phenylalanine metabolism EC:1.2.1.5	{'h2o_m': -1.0, 'nadp_m': -1.0, 'pacald_m': -1.0, 'h_m': 2.0, 'nadph_m': 1.0, 'pac_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.2.1.19', '1.2.1.5'], 'metanetx.reaction': 'MNXR95742', 'kegg.reaction': 'R02537', 'seed.reaction': 'rxn01841'}	True
r0555	Acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase Glycolysis / Gluconeogenesis / Alanine and aspartate metabolism / Pyruvate metabolism EC:2.3.1.12	{'HC00682_m': -1.0, 'coa_m': -1.0, 'accoa_m': 1.0, 'dhlam_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['2.3.1.12', '2.3.1.168'], 'biocyc': 'META:DIHYDLIPACETRANS-RXN', 'metanetx.reaction': 'MNXR102430', 'seed.reaction': 'rxn01871'}	True
r0556	Succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase Citrate cycle (TCA cycle) EC:2.3.1.61	{'dhlam_m': -1.0, 'succoa_m': -1.0, 'HC00695_m': 1.0, 'coa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.1.61', 'metanetx.reaction': 'MNXR95656', 'seed.reaction': 'rxn01872'}	True
r0557	Glutaryl-CoA:dihydrolipoamide S-succinyltransferase Lysine degradation EC:2.3.1.61	{'HC01712_m': -1.0, 'coa_m': -1.0, 'dhlam_m': 1.0, 'glutcoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.1.61', 'metanetx.reaction': 'MNXR100213', 'seed.reaction': ['rxn01873', 'rxn11960']}	True
r0558	Gentisate aldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.29	{'HC01522_c': -1.0, 'h2o_c': -1.0, 'nad_c': -1.0, 'HC00460_c': 1.0, 'h_c': 2.0, 'nadh_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.2.1.29', '1.2.3.1'], 'metanetx.reaction': 'MNXR105348', 'kegg.reaction': 'R02655', 'seed.reaction': 'rxn01918'}	True
r0559	Aldehyde oxidase Tyrosine metabolism EC:1.2.3.1	{'HC01522_c': -1.0, 'h2o_c': -1.0, 'o2_c': -1.0, 'HC00460_c': 1.0, 'h2o2_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.2.1.29', '1.2.3.1'], 'metanetx.reaction': 'MNXR105349', 'kegg.reaction': 'R02657', 'seed.reaction': 'rxn01920'}	True
r0560	2-Methylpropanoyl Coenzyme A:Oxygen 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation	{'ibcoa_m': -1.0, 'q10_m': -1.0, '2mp2coa_m': 1.0, 'q10h2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0568	(5-L-Glutamyl)-L-amino-acid 5-glutamyltransferase (cyclizing) Glutathione metabolism EC:2.3.2.4	{'glucys_c': -1.0, '5oxpro_c': 1.0, 'cys__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.2.4', 'metanetx.reaction': 'MNXR139137', 'reactome': ['R-BTA-1247922', 'R-CEL-1247922', 'R-CFA-1247922', 'R-DME-1247922', 'R-DRE-1247922', 'R-GGA-1247922', 'R-HSA-1247922', 'R-MMU-1247922', 'R-RNO-1247922', 'R-SSC-1247922', 'R-TGU-1247922', 'R-XTR-1247922'], 'kegg.reaction': 'R02743', 'seed.reaction': 'rxn01981'}	True
r0571	(S)-Methylmalonyl-CoA hydrolase Propanoate metabolism EC:3.1.2.17	{'h2o_m': -1.0, 'mmcoa__S_m': -1.0, 'HC00900_m': 1.0, 'coa_m': 1.0, 'h_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'rhea': ['17345', '17346', '17347', '17348'], 'ec-code': '3.1.2.17', 'biocyc': 'META:S-METHYLMALONYL-COA-HYDROLASE-RXN', 'metanetx.reaction': 'MNXR105351', 'kegg.reaction': 'R02764', 'seed.reaction': 'rxn01995'}	True
r0573	Cholate:CoA ligase (AMP-forming) Bile acid biosynthesis EC:6.2.1.7	{'atp_r': -1.0, 'cholate_r': -1.0, 'coa_r': -1.0, 'amp_r': 1.0, 'cholcoa_r': 1.0, 'ppi_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105352'}	True
r0575	Presqualene Diphosphate:Farnesyl-Diphosphate Farnesyltransferase	{'HC01118_r': -1.0, 'h_r': -1.0, 'nadph_r': -1.0, 'nadp_r': 1.0, 'ppi_r': 1.0, 'sql_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176'}	True
r0579	ATP:pantothenate 4-phosphotransferase Pantothenate and CoA biosynthesis EC:2.7.1.33	{'atp_m': -1.0, 'ptth_m': -1.0, 'adp_m': 1.0, 'h_m': 1.0, 'pan4p_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': ['2.7.1.33', '2.7.1.34'], 'rhea': ['22472', '22473', '22474', '22475'], 'biocyc': 'META:PANTETHEINE-KINASE-RXN', 'metanetx.reaction': 'MNXR95885', 'kegg.reaction': 'R02971', 'seed.reaction': 'rxn02128'}	True
r0580	N-((R)-Pantothenoyl)-L-cysteine carboxy-lyase Pantothenate and CoA biosynthesis EC:4.1.1.30	{'HC01231_c': -1.0, 'h_c': -1.0, 'co2_c': 1.0, 'ptth_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['15077', '15078', '15079', '15080'], 'ec-code': '4.1.1.30', 'biocyc': 'META:PANTOTHENOYLCYSTEINE-DECARBOXYLASE-RXN', 'metanetx.reaction': 'MNXR103047', 'kegg.reaction': 'R02972', 'seed.reaction': 'rxn02129'}	True
r0587	4-Nitrophenyl phosphate phosphohydrolase gamma-Hexachlorocyclohexane degradation EC:3.1.3.2 EC:3.1.3.41 EC:3.1.3.1	{'HC01104_e': -1.0, 'h2o_e': -1.0, '4nph_e': 1.0, 'pi_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105353'}	True
r0595	3-Mercaptopyruvate:cyanide sulfurtransferase Cysteine metabolism EC:2.8.1.2	{'h_c': -1.0, 'mercppyr_c': -1.0, 'so3_c': -1.0, 'HC01501_c': 1.0, 'pyr_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105354'}	True
r0596	3-hydroxyisobutyryl-Coenzyme A hydrolase (mitochondrial)	{'3hpcoa_m': -1.0, 'h2o_m': -1.0, '3hpp_m': 1.0, 'coa_m': 1.0, 'h_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '3.1.2.4', 'biocyc': 'META:RXN-6384', 'metanetx.reaction': 'MNXR94900', 'kegg.reaction': 'R03158', 'seed.reaction': 'rxn02261'}	True
r0598	L-Fucose ketol-isomerase Fructose and mannose metabolism EC:5.3.1.25	{'fuc__L_c': -1.0, 'HC00832_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '5.3.1.3', 'metanetx.reaction': 'MNXR99468'}	True
r0603	(S)-2-Methylbutanoyl Coenzyme A:Acceptor 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation	{'2mbcoa_m': -1.0, 'q10_m': -1.0, '2mb2coa_m': 1.0, 'q10h2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0604	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase Valine, leucine and isoleucine degradation EC:2.3.1.168	{'HC01376_m': -1.0, 'coa_m': -1.0, '2mbcoa_m': 1.0, 'dhlam_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.1.168', 'metanetx.reaction': 'MNXR97450', 'seed.reaction': 'rxn02271'}	True
r0610	CTP:D-Tagatose 6-phosphate 1-phosphotransferase Galactose metabolism EC:2.7.1.11	{'HC00664_c': -1.0, 'ctp_c': -1.0, 'HC01180_c': 1.0, 'cdp_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105355'}	True
r0611	ITP:D-Tagatose 6-phosphate 1-phosphotransferase Galactose metabolism EC:2.7.1.11	{'HC00664_c': -1.0, 'itp_c': -1.0, 'HC01180_c': 1.0, 'h_c': 1.0, 'idp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105356'}	True
r0614	N-[(R)-4-Phosphopantothenoyl]-L-cysteine carboxy-lyase Pantothenate and CoA biosynthesis EC:4.1.1.36	{'4ppcys_m': -1.0, 'h_m': -1.0, 'co2_m': 1.0, 'pan4p_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'rhea': ['16793', '16794', '16795', '16796'], 'ec-code': '4.1.1.36', 'biocyc': 'META:P-PANTOCYSDECARB-RXN', 'metanetx.reaction': 'MNXR103098', 'reactome': ['R-ATH-196840', 'R-BTA-196840', 'R-CEL-196840', 'R-CFA-196840', 'R-DDI-196840', 'R-DME-196840', 'R-DRE-196840', 'R-GGA-196840', 'R-HSA-196840', 'R-MMU-196840', 'R-OSA-196840', 'R-PFA-196840', 'R-RNO-196840', 'R-SCE-196840', 'R-SSC-196840', 'R-TGU-196840', 'R-XTR-196840'], 'kegg.reaction': 'R03269', 'seed.reaction': 'rxn02341'}	True
r0620	2-oxoglutarate dehydrogenase E1 component Citrate cycle (TCA cycle) EC:1.2.4.2	{'HC01435_m': -1.0, 'lpam_m': -1.0, 'HC00695_m': 1.0, 'thmpp_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.4.2', 'metanetx.reaction': 'MNXR105357', 'seed.reaction': 'rxn02376'}	True
r0627	Galactosylglycerol galactohydrolase Galactose metabolism EC:3.2.1.22 EC:3.2.1.23	{'HC01444_e': -1.0, 'h2o_e': -1.0, 'gal_e': 1.0, 'glyc_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'ec-code': '3.2.1.22', 'metanetx.reaction': 'MNXR100115', 'kegg.reaction': 'R01104', 'seed.reaction': 'rxn00819'}	True
r0629	Choloyl-CoA:glycine N-choloyltransferase Bile acid biosynthesis / Taurine and hypotaurine metabolism EC:2.3.1.65	{'cholcoa_c': -1.0, 'gly_c': -1.0, 'coa_c': 1.0, 'gchola_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.1.65', 'metanetx.reaction': 'MNXR96202'}	True
r0630	Choloyl-CoA:glycine N-choloyltransferase Bile acid biosynthesis / Taurine and hypotaurine metabolism EC:2.3.1.65	{'cholcoa_c': -1.0, 'taur_c': -1.0, 'coa_c': 1.0, 'tchola_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.1.65', 'metanetx.reaction': 'MNXR96203'}	True
r0633	Trans-Oct-2-Enoyl Coenzyme A Reductase	{'nadp_m': -1.0, 'occoa_m': -1.0, 'HC01415_m': 1.0, 'h_m': 1.0, 'nadph_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0636	Octanoyl-CoA:L-carnitine O-octanoyltransferase EC:2.3.1.137	{'c8crn_m': -1.0, 'coa_m': -1.0, 'crn_m': 1.0, 'occoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96425'}	True
r0637	Octanoyl-CoA:L-carnitine O-octanoyltransferase EC:2.3.1.137	{'crn_x': -1.0, 'occoa_x': -1.0, 'c8crn_x': 1.0, 'coa_x': 1.0}	{'C_x'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR96425'}	True
r0641	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Arachidonic acid metabolism EC:2.3.2.2	{'h2o_c': -1.0, 'leuktrC4_c': -1.0, 'glu__L_c': 1.0, 'leuktrD4_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '3.4.19.14', 'metanetx.reaction': 'MNXR100134'}	True
r0642	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase Valine, leucine and isoleucine degradation EC:1.2.1.3	{'2mop_c': -1.0, 'h2o_c': -1.0, 'nad_c': -1.0, 'HC00900_c': 1.0, 'h_c': 2.0, 'nadh_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.1.3', 'metanetx.reaction': 'MNXR105358', 'seed.reaction': 'rxn02729'}	True
r0643	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase Valine, leucine and isoleucine degradation EC:1.2.1.3	{'2mop_m': -1.0, 'h2o_m': -1.0, 'nad_m': -1.0, 'HC00900_m': 1.0, 'h_m': 2.0, 'nadh_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.1.3', 'metanetx.reaction': 'MNXR105358', 'seed.reaction': 'rxn02729'}	True
r0644	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase Valine, leucine and isoleucine degradation EC:1.2.3.1	{'2mop_c': -1.0, 'h2o_c': -1.0, 'o2_c': -1.0, 'HC00900_c': 1.0, 'h2o2_c': 1.0, 'h_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.3.1', 'metanetx.reaction': 'MNXR105359', 'seed.reaction': 'rxn11475'}	True
r0647	Spontaneous reaction	{'42A3HP24DB_c': -1.0, 'C02470_c': 1.0, 'h2o_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105360'}	True
r0647m	Spontaneous reaction	{'42A3HP24DB_m': -1.0, 'C02470_m': 1.0, 'h2o_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105360'}	True
r0648	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Cyanoamino acid metabolism EC:2.3.2.2	{'HC00955_e': -1.0, 'glu__L_e': -1.0, 'h_e': -1.0, 'HC01577_e': 1.0, 'h2o_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.2.2', 'metanetx.reaction': 'MNXR105361', 'kegg.reaction': 'R03970', 'seed.reaction': 'rxn02791'}	True
r0649	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Cyanoamino acid metabolism EC:2.3.2.2	{'HC00955_e': -1.0, 'glu__L_e': -1.0, 'h_e': -1.0, 'HC01700_e': 1.0, 'co2_e': 1.0, 'h2o_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.2.2', 'metanetx.reaction': 'MNXR105362', 'seed.reaction': 'rxn02792'}	True
r0649_1	(5-Glutamyl)-Peptide:Amino-Acid 5-Glutamyltransferase Cyanoamino Acid Metabolism	{'HC00955_e': -1.0, 'glu__L_e': -1.0, 'h_e': -2.0, 'HC01700_e': 1.0, 'co2_e': 1.0, 'h2o_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176'}	True
r0650	Chenodeoxycholate:CoA ligase (AMP-forming) Bile acid biosynthesis EC:6.2.1.7	{'C02528_r': -1.0, 'atp_r': -1.0, 'coa_r': -1.0, 'amp_r': 1.0, 'dcholcoa_r': 1.0, 'ppi_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176', 'rhea': ['43764', '43765', '43766', '43767'], 'ec-code': ['6.2.1.3', '6.2.1.7'], 'biocyc': 'META:RXN-17398', 'metanetx.reaction': 'MNXR105363', 'reactome': ['R-BTA-159425', 'R-CFA-159425', 'R-GGA-159425', 'R-HSA-159425', 'R-MMU-159425', 'R-RNO-159425', 'R-SCE-159425', 'R-SSC-159425', 'R-TGU-159425'], 'kegg.reaction': 'R08743', 'seed.reaction': 'rxn02794'}	True
r0651	Chenodeoxycholate:CoA ligase (AMP-forming) Bile acid biosynthesis EC:6.2.1.7	{'C02528_c': -1.0, 'atp_c': -1.0, 'coa_c': -1.0, 'amp_c': 1.0, 'dcholcoa_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['43764', '43765', '43766', '43767'], 'ec-code': ['6.2.1.3', '6.2.1.7'], 'biocyc': 'META:RXN-17398', 'metanetx.reaction': 'MNXR105363', 'reactome': ['R-BTA-159425', 'R-CFA-159425', 'R-GGA-159425', 'R-HSA-159425', 'R-MMU-159425', 'R-RNO-159425', 'R-SCE-159425', 'R-SSC-159425', 'R-TGU-159425'], 'kegg.reaction': 'R08743', 'seed.reaction': 'rxn02794'}	True
r0652	Trans-Tetradec-2-enoyl-CoA reductase Fatty acid elongation in mitochondria EC:1.3.1.38	{'nadp_m': -1.0, 'tdcoa_m': -1.0, 'h_m': 1.0, 'nadph_m': 1.0, 'tetdece1coa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105364'}	True
r0652_1	Trans-Tetradec-2-Enoyl Coenzyme A Reductase	{'nadp_m': -1.0, 'tdcoa_m': -1.0, 'HC01412_m': 1.0, 'h_m': 1.0, 'nadph_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0655	3-Methylbutanoyl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase Valine, Leucine And Isoleucine Degradation	{'ivcoa_m': -1.0, 'q10_m': -1.0, '3mb2coa_m': 1.0, 'q10h2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0656	3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(3-methylbutanoyl)transferase Valine, leucine and isoleucine degradation EC:2.3.1.168	{'HC01377_m': -1.0, 'coa_m': -1.0, 'dhlam_m': 1.0, 'ivcoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '2.3.1.168', 'metanetx.reaction': 'MNXR97452', 'seed.reaction': ['rxn02867', 'rxn06586']}	True
r0668	CTP:N-acylneuraminate cytidylyltransferase Aminosugars metabolism EC:2.7.7.43	{'HC01115_c': -1.0, 'ctp_c': -1.0, 'HC01162_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105365'}	True
r0669	(S)-3-Hydroxyisobutyryl Coenzyme A Hydro-Lyase Valine, Leucine And Isoleucine Degradation	{'2mp2coa_m': -1.0, 'h2o_m': -1.0, 'HC01223_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
r0670	(S)-3-Methyl-2-oxopentanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating) EC:1.2.4.4	{'3mop_m': -1.0, 'h_m': -1.0, 'lpam_m': -1.0, 'HC01376_m': 1.0, 'co2_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '1.2.4.4', 'metanetx.reaction': 'MNXR94911', 'seed.reaction': 'rxn02950'}	True
r0672	Cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase Bile acid biosynthesis EC:1.1.1.181	{'nadp_r': -1.0, 'xol25oh_r': -1.0, 'h_r': 1.0, 'nadph_r': 1.0, 'xol7aone_r': 1.0}	{'C_r'}	{'sbo': 'SBO:0000176', 'metanetx.reaction': 'MNXR105366'}	True
r0673	6-Lactoyl-5,6,7,8-tetrahydropterin:NADP+ 2-oxidoreductase Folate biosynthesis EC:1.1.1.220	{'6pthp_c': -1.0, 'h_c': -1.0, 'nadph_c': -1.0, 'HC01254_c': 1.0, 'nadp_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': ['1.1.1.153', '1.1.1.220'], 'rhea': ['11772', '11773', '11774', '11775'], 'biocyc': 'META:1.1.1.220-RXN', 'metanetx.reaction': 'MNXR138943', 'kegg.reaction': 'R04285', 'seed.reaction': 'rxn02985'}	True
